osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,junction,bridge,width,tunnel,access,building_density,vegetation_score,vehicle_count,avg_speed_kmph,wind_speed_mps,wind_dir_deg,temperature_k,humidity_pct,weather_description,weather_source,pm2_5_ugm3,pm10_ugm3,no2_ugm3,o3_ugm3,so2_ugm3,co_ugm3,openweather_aqi_1to5,AQI,aqi_source,carbon_cost
191064581,residential,,,False,False,55.029456060562126,,,,,,,,15,0,70,45,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,557.4474309087219
191079437,residential,,,False,False,38.17841326566221,,,,,,,,8,0,91,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,477.10827286103125
191079447,residential,,Bagmari Lane,False,False,36.11155104970219,,,,,,,,9,0,74,53,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,385.87057332135544
191079447,residential,,Bagmari Lane,False,True,45.40693683572476,,,,,,,,10,0,68,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,440.72060457951403
191079435,residential,,,False,False,34.06271058224824,,,,,,,,16,0,169,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,790.9917706079943
191079450,residential,,,False,True,54.57742548241533,,,,,,,,15,0,146,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1051.3964944519164
"[191079435, 191079447]",residential,,Bagmari Lane,False,True,72.27901689720518,,,,,,,,16,0,28,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,343.0574967746094
191079447,residential,,Bagmari Lane,False,True,36.11155104970219,,,,,,,,9,0,127,22,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,615.5400379974615
"[191079435, 191079447]",residential,,Bagmari Lane,False,False,72.2790168972052,,,,,,,,16,0,175,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1618.059354841309
689097891,residential,,,False,False,19.604956522160645,,,,,,,,10,0,127,31,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,368.9795373977282
191079444,residential,,,False,False,40.127106296719994,,,,,,,,7,0,188,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,960.467518054003
191079447,residential,,Bagmari Lane,False,False,45.40693683572476,,,,,,,,10,0,72,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,462.5159342606619
191079447,residential,,Bagmari Lane,False,True,59.83112909875136,,,,,,,,13,0,133,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1040.1048204160718
191064582,residential,,,False,False,26.941058891403102,,,,,,,,11,0,176,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,644.1951637864336
689097891,residential,,,False,False,56.486179335491855,,,,,,,,12,0,167,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1212.183033883257
689097891,residential,,,False,True,41.71059090135422,,,,,,,,13,0,125,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,710.8588635203133
191079440,residential,,Bagmari Lane,False,True,50.93063910771364,,,,,,,,17,0,42,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,361.8904211028767
1196027694,primary,,CIT Road,True,False,81.98432549613192,2,,,,,,,22,0,168,59,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1783.0040020020194
191064582,residential,,,False,False,28.3822958552974,,,,,,,,12,0,80,34,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,352.670040210855
191064582,residential,,,False,True,11.423353967606133,,,,,,,,10,0,155,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,282.67438379747404
191079435,residential,,,False,True,41.73571164672507,,,,,,,,15,0,159,23,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,891.5173782195144
191064582,residential,,,False,False,15.603108358345024,,,,,,,,12,0,172,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,402.24815651624124
191064582,residential,,,False,True,26.941058891403102,,,,,,,,11,0,91,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,369.39636309412185
191079448,residential,,,False,False,55.21792977676911,,,,,,,,14,0,88,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,673.3013384426819
191079437,residential,,,False,False,48.56027653524246,,,,,,,,10,0,187,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1159.8926054508408
191079437,residential,,,False,True,38.17841326566221,,,,,,,,8,0,121,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,614.5505606174153
191079439,residential,,,False,True,45.255387269802085,,,,,,,,9,0,117,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,700.5856372680214
191064581,residential,,,False,False,26.383663068148966,,,,,,,,12,0,172,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,624.7588057265947
191064581,residential,,,False,True,53.067650322349486,,,,,,,,16,0,51,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,424.9740199727789
986464655,residential,,,False,False,37.09994893544023,,,,,,,,15,0,25,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,206.49984680632065
191079436,residential,,,False,False,41.48961107103984,,,,,,,,15,0,78,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,483.5427596249329
191079443,residential,,,False,True,35.58748550345574,,,,,,,,11,0,198,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,920.7586555621084
1207943892,residential,,Bagmari Lane,False,False,59.105339445705674,,,,,,,,14,0,29,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,295.8865812710557
"[1234589418, 1207943892]",residential,,Bagmari Lane,False,"[False, True]",22.780998527278175,,,,,,,,14,0,149,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,497.5242536677337
191079442,residential,,,False,False,50.452572550676535,,,,,,,,14,0,90,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,635.0877835473067
986464655,residential,,,False,True,37.09994893544023,,,,,,,,15,0,140,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,718.4791421153958
"[1234589418, 1207943892]",residential,,Bagmari Lane,False,"[False, True]",22.780998527278175,,,,,,,,14,0,77,36,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,300.69642639205034
191079437,residential,,,False,True,24.051298280815413,,,,,,,,8,0,44,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,187.19085492270534
191079444,residential,,,False,True,44.85104371076453,,,,,,,,12,0,21,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,193.22463015112663
191079437,residential,,,False,False,37.9516366210079,,,,,,,,9,0,112,38,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,575.2699961863461
191079437,residential,,,False,True,37.9516366210079,,,,,,,,9,0,72,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,393.10214040550824
191064582,residential,,,False,True,28.3822958552974,,,,,,,,12,0,128,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,516.1520643373681
191064582,residential,,,False,False,26.813800533117078,,,,,,,,11,0,145,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,541.7601292762372
191079436,residential,,,False,True,41.48961107103984,,,,,,,,15,0,59,47,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,388.94644638296205
191079444,residential,,,False,False,73.19911590622766,,,,,,,,10,0,119,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1115.483375140931
191079444,residential,,,False,True,40.127106296719994,,,,,,,,7,0,136,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,710.0743747624703
191079439,residential,,,False,False,45.255387269802085,,,,,,,,9,0,154,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,901.5195567459426
191079440,residential,,Bagmari Lane,False,False,50.93063910771364,,,,,,,,17,0,97,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,698.0326392137868
191079440,residential,,Bagmari Lane,False,True,142.77817236814823,,,,,,,,28,0,59,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1171.0694603664895
191079447,residential,,Bagmari Lane,False,False,59.83112909875136,,,,,,,,13,0,169,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1298.5752981226776
191064582,residential,,,False,True,27.199469401635753,,,,,,,,8,0,125,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,468.19204102453625
689097891,residential,,,False,True,56.486179335491855,,,,,,,,12,0,188,48,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1354.5282058086964
689097891,residential,,,False,False,51.083577170851754,,,,,,,,12,0,109,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,748.373189394741
191064582,residential,,,False,False,66.1766571667599,,,,,,,,14,0,175,26,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1479.9098005019578
986447752,residential,,,False,True,52.59838154718009,,,,,,,,14,0,163,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1119.0243430628425
191079444,residential,,,False,False,44.85104371076453,,,,,,,,12,0,169,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,989.7791664543047
191079444,residential,,,False,True,73.19911590622766,,,,,,,,10,0,102,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,966.1571786922265
693279820,residential,,,False,True,52.886166893226644,,,,,,,,15,0,123,40,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,875.7998233440253
191079437,residential,,,False,False,24.051298280815413,,,,,,,,8,0,60,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,233.36934762187093
191079437,residential,,,False,True,48.56027653524246,,,,,,,,10,0,166,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1037.5207085820298
191079443,residential,,,False,False,35.58748550345574,,,,,,,,11,0,55,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,310.07740432280787
191079442,residential,,,False,True,50.452572550676535,,,,,,,,14,0,55,46,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,423.18697883446515
1207943892,residential,,Bagmari Lane,False,False,36.83043756187389,,,,,,,,11,0,83,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,442.03115811626395
1207943892,residential,,Bagmari Lane,False,True,59.105339445705674,,,,,,,,14,0,66,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,558.3142884099889
191079450,residential,,,False,False,54.57742548241533,,,,,,,,15,0,186,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1313.3681367675101
689097891,residential,,,False,False,31.955245025366953,,,,,,,,11,0,197,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,830.6219923996748
689097891,residential,,,False,True,19.604956522160645,,,,,,,,10,0,37,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,157.24600695839325
191093883,residential,,,False,False,8.544971440243275,,,,,,,,15,0,169,48,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,268.4920208081336
191093882,residential,,,False,True,68.14188059842085,,,,,,,,25,0,127,23,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1183.682260319934
191093883,residential,,,False,True,182.51765910223236,,,,,,,,43,0,50,53,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1330.305954613394
191093878,residential,,,False,True,9.352531354892207,,,,,,,,12,0,65,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,153.14974456815924
191093878,residential,,,False,False,59.869209781303994,,,,,,,,18,0,125,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1008.2381467195598
191093882,residential,,,False,False,112.1734615419423,,,,,,,,37,0,133,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1995.4884462093992
191093878,residential,,,False,False,155.09326046625873,,,,,,,,29,1,58,48,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1241.6490928451606
191093878,residential,,,False,True,179.74500654852454,,,,,,,,31,0,116,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2677.250491155461
191093881,residential,,,False,True,237.51536673639,,,,,,,,25,0,177,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,5190.026389480923
113613559,secondary,,Satin Sen Sarani,True,False,210.37792076398304,2,,,,,,,24,0,188,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,4886.325892435457
191093883,residential,,,False,False,217.79873083721208,,,,,,,,21,0,112,59,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,3052.41494245213
1065798321,residential,,,False,False,130.50934323965464,,,,,,,,67,1,140,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2544.756966426198
191093878,residential,,,False,False,46.447386307614195,,,,,,,,42,0,29,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,391.8369043504974
191093878,residential,,,False,True,43.19532185996816,,,,,,,,39,0,149,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,987.5323548562307
113748570,secondary,,Narkeldanga Main Road,False,True,27.015449448135175,,,,,,,,13,0,181,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,671.9755620134961
113748570,secondary,,Narkeldanga Main Road,False,False,66.70137043831411,,,,,,,,24,0,29,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,372.32076912533313
191093878,residential,,,False,True,160.93150563096754,,,,,,,,32,0,68,47,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1493.401085948695
191093883,residential,,,False,True,8.544971440243275,,,,,,,,15,0,111,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,209.0190195840404
113613559,secondary,,Satin Sen Sarani,True,False,238.19090527098612,2,,,,,,,42,0,107,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,3288.5712236794616
191093883,residential,,,False,False,9.585745603347313,,,,,,,,19,0,187,23,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,330.30413133911367
191093882,residential,,,False,False,34.309270546121965,,,,,,,,19,0,59,26,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,358.10963546654347
191093880,residential,,Kankurgacchi 2nd Lane,False,False,216.75836099871282,,,,,,,,48,0,64,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1924.9042124701143
191093882,residential,,,False,True,109.30902911498701,,,,,,,,37,0,126,29,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1857.9525202186037
191093881,residential,,,False,False,70.36144396606402,,,,,,,,9,0,89,45,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,816.6602215575638
191093883,residential,,,False,False,182.5176591022324,,,,,,,,43,0,156,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,3651.93057839379
191093883,residential,,,False,True,217.79873083721208,,,,,,,,21,0,93,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2555.8338361432866
191093880,residential,,Kankurgacchi 2nd Lane,False,True,216.7583609987128,,,,,,,,48,0,165,23,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,4552.015547774513
191093881,residential,,,False,False,237.5153667363901,,,,,,,,25,0,151,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,4448.9784452633885
191093881,residential,,,False,True,70.36144396606402,,,,,,,,9,0,179,46,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1576.563816391055
191093882,residential,,,False,True,28.617611924808543,,,,,,,,25,0,27,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,237.9210626363797
191094732,residential,,,False,True,70.03215810724156,,,,,,,,36,0,89,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,948.1434485853399
191093882,residential,,,False,False,109.30902911498703,,,,,,,,37,0,39,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,716.7662562581393
191093882,residential,,,False,True,34.309270546121965,,,,,,,,19,0,25,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,218.12781163836587
191094727,residential,,,False,True,71.73308200348472,,,,,,,,30,0,71,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,781.3658586696898
191093882,residential,,,False,False,68.14188059842085,,,,,,,,25,0,65,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,676.7066686676827
191094727,residential,,,False,False,71.73308200348472,,,,,,,,30,0,60,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,686.67819042509
191094727,residential,,,False,True,70.08726290091067,,,,,,,,26,0,197,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1807.0628949775282
191094730,residential,,,False,True,141.827057604603,,,,,,,,42,0,121,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2289.5288764188354
191093882,residential,,,False,False,28.617611924808543,,,,,,,,25,0,144,34,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,639.7123340606917
191093882,residential,,,False,True,112.17346154194229,,,,,,,,37,0,143,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2130.096600059729
191094724,residential,,,False,True,72.04505834800052,,,,,,,,33,0,25,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,401.3351750440016
191094730,residential,,,False,False,30.25791692849619,,,,,,,,24,0,29,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,245.49755091116674
191094724,residential,,,False,False,72.04505834800052,,,,,,,,33,0,103,31,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1075.6769211812864
191094730,residential,,,False,True,123.79107616665965,,,,,,,,40,0,48,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,933.2365987199596
191118885,residential,,,False,False,15.45846906497895,,,,,,,,13,0,191,38,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,439.5081109693175
52097226,primary,,CIT Road,True,False,143.68280572856844,2,,,,,,,33,0,153,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2823.216313176516
191094732,residential,,,False,False,71.05600781876404,,,,,,,,21,0,74,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,756.1773494306248
191093878,residential,,,False,True,14.538378968180844,,,,,,,,15,1,189,29,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,421.9304349983415
52097226,primary,,CIT Road,True,False,149.6628138437457,2,,,,,,,33,0,109,45,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2142.7896050761938
191093878,residential,,,False,False,73.59852549947944,,,,,,,,25,0,95,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,984.2231906940656
191094730,residential,,,False,True,30.25791692849619,,,,,,,,24,0,195,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,848.2352561268109
191094732,residential,,,False,False,70.03215810724156,,,,,,,,36,0,25,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,410.29647432172465
