u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,maxspeed,ref,bridge,width,junction,access,tunnel,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1673644881,2176570096,0,153744482,tertiary,,,True,False,16.19051983245079,"LINESTRING (9843052.017829794 2582567.4100954644, 9843052.719142584 2582564.178810221, 9843051.739531066 2582557.848868938, 9843048.644849222 2582552.242351531, 9843047.56505016 2582551.289846611)",,,,,roundabout,,,14,0,6.57,204,300.0,65.0,3,54,20,5.0,119.65724759788189
2176570096,4532766368,0,156296853,tertiary,,2nd Avenue,True,False,235.16023638296375,"LINESTRING (9843047.56505016 2582551.289846611, 9843184.254252907 2582336.0371932103)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,44,5.0,1447.4460481020485
2176570096,2176570094,0,153744482,tertiary,,,True,False,8.548550732377205,"LINESTRING (9843047.56505016 2582551.289846611, 9843043.824715272 2582548.0223934413, 9843039.861741398 2582546.346467525)",,,,,roundabout,,,11,0,6.57,204,300.0,65.0,3,54,46,5.0,112.98800004272216
2026327874,6510434983,0,154906252,tertiary,,6th Cross Road,True,False,88.65471914264495,"LINESTRING (9843083.48784984 2582603.5691847824, 9843164.283536257 2582655.6557739694)",,,,,,,,35,0,6.57,204,300.0,65.0,3,54,10,5.0,292.18566297117394
2026327874,1685854921,0,156322589,residential,,,False,False,51.56803719714866,"LINESTRING (9843083.48784984 2582603.5691847824, 9843054.110636221 2582651.1464192783)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,15,5.0,238.6224669548676
1674402743,1674402814,0,154991875,tertiary,,2nd Avenue,True,False,44.42031373474859,"LINESTRING (9840631.77625266 2581850.381609126, 9840629.304959966 2581855.6985331154, 9840629.160244627 2581876.339306319, 9840629.98400886 2581882.1505566738, 9840630.974752327 2581887.033455328, 9840632.37737791 2581892.4588999613, 9840634.002642475 2581897.402084392)",,,,,,,,41,0,6.57,204,300.0,65.0,3,54,35,5.0,402.3653176859441
1674402743,1674402760,0,"[154991869, 1292615277]",tertiary,2,2nd Avenue,False,True,55.041872377192135,"LINESTRING (9840631.77625266 2581850.381609126, 9840623.905964661 2581832.2365638856, 9840618.87432368 2581827.59481131, 9840613.508724222 2581823.459432836, 9840607.430680025 2581820.36091378, 9840599.326621095 2581818.6006658575, 9840594.217056466 2581818.6971177934, 9840588.161276167 2581818.6609483175)",,,,,,,,44,0,6.57,204,300.0,65.0,3,54,24,5.0,389.32059244631336
1674402814,1706061919,0,"[154991873, 154991875]",tertiary,,2nd Avenue,True,False,310.005035493908,"LINESTRING (9840634.002642475 2581897.402084392, 9840640.22540201 2581903.454473187, 9840645.245911045 2581909.096941222, 9840649.843406016 2581912.6053998764, 9840657.980860792 2581918.1634750697, 9840669.558087837 2581926.1087528174, 9840697.042870112 2581944.917012711, 9840913.77078674 2582082.8810728583)",,,,,,,,85,0,6.57,204,300.0,65.0,3,54,62,5.0,2742.2374640746757
1674402814,1719383313,0,158410384,residential,,,False,True,53.9531844897843,"LINESTRING (9840634.002642475 2581897.402084392, 9840631.664933171 2581902.188535109, 9840627.946862178 2581907.2161183306, 9840625.887451598 2581910.230257682, 9840608.298972052 2581949.763760058)",,,,,,,,41,0,6.57,204,300.0,65.0,3,54,24,5.0,371.1851713305788
1674402751,1674402760,0,154991871,tertiary,,,False,False,14.297079169632893,"LINESTRING (9840573.48936728 2581814.1035949574, 9840581.905120784 2581817.7808244233, 9840588.161276167 2581818.6609483175)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,13,5.0,228.10344350462734
1674402751,2016197117,0,1311467839,primary,,Eastern Metropolitan Bypass,True,False,173.4664506876307,"LINESTRING (9840573.48936728 2581814.1035949574, 9840565.207197167 2581834.129434788, 9840547.295891097 2581875.205992171, 9840527.814980209 2581922.0818589167, 9840520.768456442 2581937.81568644, 9840505.395234762 2581972.1769707887, 9840498.77172506 2581986.6931277136)",60,SH3,,,,,,100,1,6.57,204,300.0,65.0,3,54,30,55.0,1132.2792224754705
9399387341,2008941375,0,"[154991868, 1287659277]",primary,,Eastern Metropolitan Bypass,True,False,75.12103674804268,"LINESTRING (9840741.737645667 2581467.2902615764, 9840757.801048188 2581432.8576844917, 9840768.086969135 2581412.096900448, 9840775.41179163 2581393.1807382763)",60,SH3,,,,,,52,0,6.57,204,300.0,65.0,3,54,36,54.0,595.3228787515443
9399387341,9399387337,0,1019044733,secondary,2,,False,False,145.82385247697047,"LINESTRING (9840741.737645667 2581467.2902615764, 9840745.767411234 2581471.0276954565, 9840749.051336212 2581475.657292138, 9840750.698864676 2581482.227945894, 9840757.26671463 2581529.705517618, 9840762.342883414 2581577.7739845845, 9840768.009045495 2581607.179368171, 9840770.402414545 2581620.9235997554)",,,,,,,,55,0,6.57,204,300.0,65.0,3,54,13,5.0,513.2852098640739
1706061919,1674402838,0,154991873,tertiary,,2nd Avenue,True,False,44.972159783574696,"LINESTRING (9840913.77078674 2582082.8810728583, 9840954.85881079 2582109.140551034)",,,,,,,,18,1,6.57,204,300.0,65.0,3,54,75,5.0,502.54943805217226
1706061919,1719383319,0,158410391,residential,,,False,True,47.911333794620944,"LINESTRING (9840913.77078674 2582082.8810728583, 9840900.06735742 2582104.5228344607, 9840886.029969633 2582126.8036301904)",,,,,,,,28,0,6.57,204,300.0,65.0,3,54,28,5.0,311.7820815499264
1719383313,1719383314,0,158410384,residential,,,False,True,45.97334362779323,"LINESTRING (9840608.298972052 2581949.763760058, 9840585.367156949 2581994.02355065)",,,,,,,,42,0,6.57,204,300.0,65.0,3,54,22,5.0,342.16962717737414
1719383313,1719383316,0,159841040,residential,,,False,False,166.23045944048795,"LINESTRING (9840608.298972052 2581949.763760058, 9840760.283472834 2582046.6507774265)",,,,,,,,72,0,6.57,204,300.0,65.0,3,54,39,5.0,1148.7585501814835
1719383313,1674402814,0,158410384,residential,,,False,False,53.9531844897843,"LINESTRING (9840608.298972052 2581949.763760058, 9840625.887451598 2581910.230257682, 9840627.946862178 2581907.2161183306, 9840631.664933171 2581902.188535109, 9840634.002642475 2581897.402084392)",,,,,,,,41,0,6.57,204,300.0,65.0,3,54,76,5.0,707.8530425468327
1726094425,1726094424,0,160554113,residential,,,False,False,55.95837065329829,"LINESTRING (9840917.72262866 2582068.063415024, 9840950.005280992 2582016.6900104648)",,,,,,,,32,0,6.57,204,300.0,65.0,3,54,36,5.0,412.5401612222486
1726094425,1726094419,0,154991877,tertiary,,2nd Avenue,True,False,327.8156138795268,"LINESTRING (9840917.72262866 2582068.063415024, 9840704.890894214 2581932.583132184, 9840676.90517423 2581915.3904655217, 9840663.758342365 2581909.4224682823, 9840656.734082496 2581904.5033933814, 9840653.628268704 2581901.9112344007, 9840650.177364489 2581899.2226234195, 9840642.31820844 2581891.4943763413, 9840639.268054392 2581885.8639708282, 9840636.819025595 2581875.700310035, 9840637.631657876 2581864.7409247607)",,,,,,,,115,0,6.57,204,300.0,65.0,3,54,60,5.0,2946.072419932593
1674402838,1673489693,0,1126855622,tertiary,,,True,False,15.299290264054015,"LINESTRING (9840954.85881079 2582109.140551034, 9840954.769755198 2582113.288057353, 9840955.615783326 2582117.3511677454, 9840957.352367382 2582121.1128613395, 9840959.890451776 2582124.392287219)",,,,,roundabout,,,12,1,6.57,204,300.0,65.0,3,54,34,5.0,130.22110427734037
1674402840,1673489691,0,1126855626,tertiary,,,True,False,10.932050888698502,"LINESTRING (9840991.193492584 2582114.710748712, 9840991.438395465 2582110.768206007, 9840990.837270215 2582106.8618343403, 9840989.42351268 2582103.1724841665)",,,,,roundabout,,,12,1,6.57,204,300.0,65.0,3,54,38,5.0,117.65015205246516
1719055986,2016498810,0,154991878,tertiary,,2nd Avenue,True,False,162.54447004530286,"LINESTRING (9841124.531978656 2582217.168960488, 9841273.377269797 2582311.5497130645)",,,,,,,,37,0,6.57,204,300.0,65.0,3,54,67,5.0,1502.6575391642348
1719055986,1719055988,0,159803036,residential,,,False,True,57.6007549072295,"LINESTRING (9841124.531978656 2582217.168960488, 9841091.147263367 2582269.953633106)",,,,,,,,19,0,6.57,204,300.0,65.0,3,54,52,5.0,465.2287106211121
1674402845,1719055985,0,154991879,tertiary,,2nd Avenue,True,False,160.07564670860557,"LINESTRING (9841279.800404415 2582297.901364618, 9841133.070183601 2582205.184524157)",,,,,,,,32,0,6.57,204,300.0,65.0,3,54,57,5.0,1265.7174234868621
1719055985,1714826149,0,159370041,residential,,,False,False,59.83784877616006,"LINESTRING (9841133.070183601 2582205.184524157, 9841167.05602414 2582149.9163703374)",,,,,,,,18,1,6.57,204,300.0,65.0,3,54,19,5.0,234.23029520964494
1719055985,1674402840,0,154991879,tertiary,,2nd Avenue,True,False,155.18909445860464,"LINESTRING (9841133.070183601 2582205.184524157, 9841001.356962096 2582121.3057687264, 9840991.193492584 2582114.710748712)",,,,,,,,37,1,6.57,204,300.0,65.0,3,54,65,5.0,1403.2749367771162
2039909213,6464629115,0,154991874,tertiary,,2nd Avenue,True,False,240.35564564238646,"LINESTRING (9841539.364061099 2582464.2263049, 9841443.08383351 2582402.868545098, 9841343.085534932 2582339.1478653555, 9841319.65278212 2582324.0526710884)",,,,,,,,12,1,6.57,204,300.0,65.0,3,54,35,5.0,1077.2937116980231
2039909213,2039909206,0,193470927,residential,,,False,True,72.06513185317998,"LINESTRING (9841539.364061099 2582464.2263049, 9841575.25346493 2582408.5955812708, 9841581.799050989 2582398.6124542323)",,,,,,,,8,1,6.57,204,300.0,65.0,3,54,73,5.0,679.0905550338565
1674402849,1673435227,0,153744480,tertiary,,,True,False,15.374962402782026,"LINESTRING (9841565.602065077 2582498.3354818476, 9841565.435085842 2582502.4951423667, 9841566.203190329 2582506.59451897, 9841567.87298269 2582510.4045287212, 9841570.366539285 2582513.756373464)",,,,,,,,7,1,6.57,204,300.0,65.0,3,54,57,5.0,147.96474283502909
1674402851,1663949484,0,153744480,tertiary,,,True,False,14.03404730483236,"LINESTRING (9841601.97014272 2582503.954038042, 9841602.036934415 2582498.8780462034, 9841600.723364422 2582493.982910652, 9841598.118488338 2582489.6303405985)",,,,,,,,6,1,6.57,204,300.0,65.0,3,54,62,5.0,142.21331194795277
6468843614,6468843613,0,689555730,tertiary_link,,,False,False,13.4843733887766,"LINESTRING (9841768.303725863 2582627.526584098, 9841776.040430475 2582615.1198541177)",,,,,,,,14,0,6.57,204,300.0,65.0,3,54,37,5.0,140.6706178461681
6468843614,1686650579,0,"[154991872, 154991880]",tertiary,,2nd Avenue,True,False,52.64454941173024,"LINESTRING (9841768.303725863 2582627.526584098, 9841810.716451855 2582654.558577929, 9841816.438273683 2582658.211879311)",,,,,,,,21,0,6.57,204,300.0,65.0,3,54,33,5.0,324.2724156704517
1674408775,1674408781,0,"[154992377, 154992383]",secondary,2,4th Avenue,True,False,126.36097943930622,"LINESTRING (9841230.619453384 2581416.0875021033, 9841245.89248752 2581429.144371619, 9841253.250705862 2581435.4377140547, 9841268.445816355 2581445.2876436873, 9841275.470076224 2581449.844895849, 9841336.907303192 2581489.6787087107, 9841343.141194675 2581493.8983978727)",,,,,,,,94,1,6.57,204,300.0,65.0,3,54,54,5.0,1296.6191467667043
1674408775,2019091751,0,154992380,secondary,2,Duttabad Road,False,True,274.6218467251504,"LINESTRING (9841230.619453384 2581416.0875021033, 9841224.218582662 2581413.2060706, 9841218.407705244 2581411.0480113504, 9841210.21459072 2581408.2268616925, 9841207.765561923 2581407.5637710304, 9841206.541047525 2581407.165916646, 9841199.09377359 2581405.236925826, 9841191.71329135 2581403.4887780887, 9841173.646137996 2581399.9804269783, 9841162.024383156 2581398.774808211, 9841145.259667844 2581398.4975159075, 9841102.334872192 2581399.90808985, 9841084.479225868 2581399.8960336614, 9841060.423083909 2581399.0159319574, 9841054.300511915 2581398.7868643985, 9841045.005334435 2581398.4492911594, 9841021.194095353 2581399.064156707, 9841003.984102076 2581399.1967747696, 9840990.069165727 2581399.0159319574, 9840976.699694883 2581398.847145334, 9840954.279949438 2581396.6288070222, 9840935.656198628 2581394.338131901)",,,,,,,,218,0,6.57,204,300.0,65.0,3,54,70,5.0,3407.6235124912637
1674408781,1673489679,0,1126855615,secondary,2,,True,False,14.868847756324717,"LINESTRING (9841343.141194675 2581493.8983978727, 9841342.707048662 2581496.285536787, 9841343.786847724 2581502.6030171867, 9841346.959453212 2581508.173011441, 9841347.627370156 2581508.7396559827)",,,,,,,,5,1,6.57,204,300.0,65.0,3,54,25,5.0,77.40654326897415
2019091751,1674408775,0,154992380,secondary,2,Duttabad Road,False,False,274.6218467251505,"LINESTRING (9840935.656198628 2581394.338131901, 9840954.279949438 2581396.6288070222, 9840976.699694883 2581398.847145334, 9840990.069165727 2581399.0159319574, 9841003.984102076 2581399.1967747696, 9841021.194095353 2581399.064156707, 9841045.005334435 2581398.4492911594, 9841054.300511915 2581398.7868643985, 9841060.423083909 2581399.0159319574, 9841084.479225868 2581399.8960336614, 9841102.334872192 2581399.90808985, 9841145.259667844 2581398.4975159075, 9841162.024383156 2581398.774808211, 9841173.646137996 2581399.9804269783, 9841191.71329135 2581403.4887780887, 9841199.09377359 2581405.236925826, 9841206.541047525 2581407.165916646, 9841207.765561923 2581407.5637710304, 9841210.21459072 2581408.2268616925, 9841218.407705244 2581411.0480113504, 9841224.218582662 2581413.2060706, 9841230.619453384 2581416.0875021033)",,,,,,,,218,0,6.57,204,300.0,65.0,3,54,18,5.0,1693.9831889263248
2019091751,2008941375,0,154992380,secondary,2,Duttabad Road,False,True,151.16482362358514,"LINESTRING (9840935.656198628 2581394.338131901, 9840917.600177221 2581392.1077380083, 9840907.848589828 2581390.468097283, 9840906.234457212 2581390.202861299, 9840875.677256988 2581383.897479825, 9840864.500780113 2581382.173446685, 9840851.3428163 2581382.9450419145, 9840845.810237609 2581384.2712212997, 9840840.144075528 2581385.621513146, 9840832.218127783 2581388.3823780655, 9840824.292180039 2581390.3957601963, 9840817.034149239 2581391.1552996263, 9840809.776118439 2581390.769501816, 9840803.24166433 2581390.202861299, 9840796.083821071 2581388.575276942, 9840791.230291273 2581387.5022769715, 9840784.873948349 2581388.575276942, 9840775.41179163 2581393.1807382763)",,,,,,,,75,0,6.57,204,300.0,65.0,3,54,42,5.0,1147.670711062869
2019091751,2019091830,0,"[191322452, 1525055366]",residential,,Dutta Bad Road,False,True,350.66551377974275,"LINESTRING (9840935.656198628 2581394.338131901, 9840942.224048587 2581365.933786649, 9840945.808536189 2581349.8147040065, 9840949.816037856 2581334.961531754, 9840951.151871746 2581330.018514713, 9840954.168629948 2581313.393109653, 9840959.244798727 2581304.4354109983, 9840962.23929303 2581301.107922553, 9840975.074430317 2581286.809374719, 9840981.798127562 2581278.2977660852, 9840987.319574306 2581271.2931735823, 9840992.96347249 2581272.9448586395, 9840999.23075982 2581274.7773853187, 9841009.38309738 2581274.7773853187, 9841015.973211234 2581270.388966505, 9841037.179574233 2581241.430253834, 9841054.467491152 2581217.7521432703, 9841053.231844805 2581212.399255336, 9841060.16704908 2581203.212546279, 9841070.976171635 2581191.2770657227, 9841080.171161577 2581181.1138299494, 9841093.30686149 2581164.994926651, 9841096.390411384 2581158.83430282, 9841101.076961946 2581149.466783291, 9841107.644811904 2581131.8529674388, 9841115.704343036 2581127.0667387056, 9841136.309580782 2581123.486110052, 9841149.111322226 2581128.175889826)",,,,,,,,108,1,6.57,204,300.0,65.0,3,54,21,5.0,1431.4770947249517
2019454133,1674408775,0,154992379,secondary,2,,True,False,19.222679843641835,"LINESTRING (9841250.924128504 2581420.7894206904, 9841230.619453384 2581416.0875021033)",,,,,,,,78,0,6.57,204,300.0,65.0,3,54,58,5.0,534.5898517117471
2019454133,2019454190,0,191359704,residential,,,False,True,253.79316293588002,"LINESTRING (9841250.924128504 2581420.7894206904, 9841250.9686563 2581405.634780165, 9841246.73851565 2581389.4433219125, 9841246.73851565 2581379.2920210655, 9841245.591924896 2581374.2766538155, 9841235.996184787 2581332.417686215, 9841204.348053556 2581331.22412849, 9841193.338555917 2581310.692537814, 9841170.94107437 2581308.6068286137, 9841171.54219962 2581298.1541743106, 9841158.406499706 2581302.3376464657, 9841150.647531196 2581306.2197166705, 9841131.533974629 2581309.8003847143, 9841124.943860773 2581309.3784204265, 9841116.260940492 2581308.8358949292, 9841112.977015512 2581304.351018167, 9841109.73761833 2581302.0362435374, 9841102.223552702 2581307.9316858067, 9841092.115742939 2581308.6068286137, 9841081.796426143 2581311.3435684857)",,,,,,,,101,0,6.57,204,300.0,65.0,3,54,64,5.0,2464.9314913475587
1684336108,1684425925,0,156157119,residential,,,False,True,15.130859950278738,"LINESTRING (9843444.341111198 2581784.8545790887, 9843436.882705314 2581799.4670241065)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,54,5.0,218.84797247780622
1684336108,1684395897,0,191917804,residential,,,False,True,52.24107593274845,"LINESTRING (9843444.341111198 2581784.8545790887, 9843397.27523049 2581753.33900299)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,68,5.0,602.0871796112273
1684336108,2024783027,0,"[1195984058, 156146221]",residential,,,False,False,170.60899564135974,"LINESTRING (9843444.341111198 2581784.8545790887, 9843498.965585329 2581697.7468299586, 9843542.61395767 2581628.133297713)",,,,,,,,62,0,6.57,204,300.0,65.0,3,54,42,5.0,1180.669338032453
1684425925,1684336108,0,156157119,residential,,,False,False,15.130859950278738,"LINESTRING (9843436.882705314 2581799.4670241065, 9843444.341111198 2581784.8545790887)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,41,5.0,195.24383095537138
1684395897,3871279493,0,156153551,residential,,,False,True,49.20011422542143,"LINESTRING (9843397.27523049 2581753.33900299, 9843368.35442678 2581798.164924523)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,17,5.0,226.1682330198597
1684395897,1684336108,0,191917804,residential,,,False,False,52.24107593274845,"LINESTRING (9843397.27523049 2581753.33900299, 9843444.341111198 2581784.8545790887)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,69,5.0,608.3561087231571
1684395897,1684354465,0,191917804,residential,,,False,True,49.72199340468394,"LINESTRING (9843397.27523049 2581753.33900299, 9843352.112913074 2581723.8971913625)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,21,5.0,301.09942337980357
1684395897,2024783018,0,156153394,residential,,,False,False,168.74441590601623,"LINESTRING (9843397.27523049 2581753.33900299, 9843452.044419961 2581668.1604402834, 9843496.238257805 2581599.4512569867)",,,,,,,,55,0,6.57,204,300.0,65.0,3,54,62,5.0,1541.2584543407606
2024783027,1684401260,0,156146221,residential,,,False,False,35.2049683147709,"LINESTRING (9843542.61395767 2581628.133297713, 9843563.464098295 2581596.1598784323)",,,,,,,,21,0,6.57,204,300.0,65.0,3,54,36,5.0,267.88546311981025
2024783027,2024783018,0,156153267,residential,,,False,True,50.29144248213372,"LINESTRING (9843542.61395767 2581628.133297713, 9843496.238257805 2581599.4512569867)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,43,5.0,385.30384320780996
2024783027,1684336108,0,"[1195984058, 156146221]",residential,,,False,True,170.60899564135974,"LINESTRING (9843542.61395767 2581628.133297713, 9843498.965585329 2581697.7468299586, 9843444.341111198 2581784.8545790887)",,,,,,,,62,0,6.57,204,300.0,65.0,3,54,32,5.0,975.9385432628213
1684336109,2024783023,0,156146221,residential,,,False,False,23.10270814492225,"LINESTRING (9843679.403347956 2581409.9870661236, 9843693.017721679 2581388.961074701)",,,,,,,,24,0,6.57,204,300.0,65.0,3,54,10,5.0,158.5232497739067
1684336109,11499379250,0,156146221,residential,,,False,True,90.93273599232639,"LINESTRING (9843679.403347956 2581409.9870661236, 9843627.639784737 2581493.8983978727)",,,,,,,,49,0,6.57,204,300.0,65.0,3,54,35,5.0,637.7174911677707
1684336109,4415603951,0,191917803,residential,,,False,False,49.49293860684992,"LINESTRING (9843679.403347956 2581409.9870661236, 9843655.892671501 2581395.1820648033, 9843633.996127661 2581381.389795316)",,,,,,,,34,0,6.57,204,300.0,65.0,3,54,36,5.0,394.60949478159165
2024783023,1684336109,0,156146221,residential,,,False,True,23.10270814492225,"LINESTRING (9843693.017721679 2581388.961074701, 9843679.403347956 2581409.9870661236)",,,,,,,,24,0,6.57,204,300.0,65.0,3,54,74,5.0,335.9520483269096
11499379250,1684336109,0,156146221,residential,,,False,False,90.93273599232639,"LINESTRING (9843627.639784737 2581493.8983978727, 9843679.403347956 2581409.9870661236)",,,,,,,,49,0,6.57,204,300.0,65.0,3,54,78,5.0,1106.930408888175
11499379250,2024783025,0,156146221,residential,,,False,True,76.46742234392775,"LINESTRING (9843627.639784737 2581493.8983978727, 9843584.113863837 2581564.4638157706)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,25,5.0,435.20226703178326
11499379250,11499379251,0,1237978353,residential,,,False,False,40.6148061849815,"LINESTRING (9843627.639784737 2581493.8983978727, 9843664.46427229 2581518.0470967544)",,,,,,,,28,0,6.57,204,300.0,65.0,3,54,25,5.0,272.6444185549445
11499379250,11499385719,0,1237978858,residential,,,False,True,50.00547121250123,"LINESTRING (9843627.639784737 2581493.8983978727, 9843580.80767496 2581466.5789436107)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,62,5.0,577.8407058210091
4415603951,11499385719,0,156147129,residential,,,False,False,92.62725294978421,"LINESTRING (9843633.996127661 2581381.389795316, 9843580.80767496 2581466.5789436107)",,,,,,,,48,0,6.57,204,300.0,65.0,3,54,58,5.0,895.485680530498
4415603951,1684349393,0,156147129,residential,,,False,True,49.61638030881548,"LINESTRING (9843633.996127661 2581381.389795316, 9843662.505049253 2581335.769293215)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,32,5.0,311.32690038585145
4415603951,1684354462,0,191917803,residential,,,False,False,51.12804853501916,"LINESTRING (9843633.996127661 2581381.389795316, 9843587.086094242 2581351.852193768)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,35,5.0,390.5378038470805
4415603951,1684336109,0,191917803,residential,,,False,True,49.49293860684992,"LINESTRING (9843633.996127661 2581381.389795316, 9843655.892671501 2581395.1820648033, 9843679.403347956 2581409.9870661236)",,,,,,,,34,0,6.57,204,300.0,65.0,3,54,69,5.0,590.6015316647173
1684336113,1742495420,0,156148005,residential,,,False,False,47.85139548544207,"LINESTRING (9843537.793823719 2581319.963699222, 9843563.731265072 2581275.0305633624)",,,,,,,,11,2,6.57,204,300.0,65.0,3,54,29,5.0,226.3228562893384
1684336113,1684566954,0,191917803,residential,,,False,False,12.131578894919764,"LINESTRING (9843537.793823719 2581319.963699222, 9843526.784326078 2581312.766191152)",,,,,,,,11,0,6.57,204,300.0,65.0,3,54,71,5.0,169.16105218471643
1684336113,1684354462,0,191917803,residential,,,False,True,54.14681811394897,"LINESTRING (9843537.793823719 2581319.963699222, 9843587.086094242 2581351.852193768)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,53,5.0,470.1737632047154
1684336113,1684399956,0,156148005,residential,,,False,True,200.8095145943006,"LINESTRING (9843537.793823719 2581319.963699222, 9843518.04574605 2581348.500583523, 9843483.71481509 2581402.403720965, 9843458.33397119 2581442.2615324934, 9843422.29985202 2581504.435569203)",,,,,,,,43,7,6.57,204,300.0,65.0,3,54,67,5.0,1819.3084973381767
1684566954,1684336113,0,191917803,residential,,,False,True,12.131578894919764,"LINESTRING (9843526.784326078 2581312.766191152, 9843537.793823719 2581319.963699222)",,,,,,,,11,0,6.57,204,300.0,65.0,3,54,50,5.0,138.5894733695186
1684566954,1664472105,0,350557444,secondary,2,Street Number 13,True,False,47.57353385595425,"LINESTRING (9843526.784326078 2581312.766191152, 9843534.921780854 2581297.237909656, 9843541.645478098 2581286.061896166, 9843553.768170645 2581268.9060670016)",,13,,,,,,10,4,6.57,204,300.0,65.0,3,54,34,5.0,242.90001813229335
1684354462,11499385718,0,156147196,residential,,,False,True,91.57030128461177,"LINESTRING (9843587.086094242 2581351.852193768, 9843534.788197467 2581436.245480402)",,,,,,,,47,0,6.57,204,300.0,65.0,3,54,27,5.0,542.4877761621422
1684354462,1684336113,0,191917803,residential,,,False,False,54.14681811394897,"LINESTRING (9843587.086094242 2581351.852193768, 9843537.793823719 2581319.963699222)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,35,5.0,353.2166360785856
1684354462,4415603951,0,191917803,residential,,,False,True,51.12804853501916,"LINESTRING (9843587.086094242 2581351.852193768, 9843633.996127661 2581381.389795316)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,35,5.0,390.5378038470805
1684399956,6469857579,0,156148005,residential,,,False,True,13.648323352192474,"LINESTRING (9843422.29985202 2581504.435569203, 9843414.19579309 2581516.817356871)",,,,,,,,12,0,6.57,204,300.0,65.0,3,54,76,5.0,195.27270897199537
1684399956,1684399955,0,156154234,residential,,,False,False,54.39353966349328,"LINESTRING (9843422.29985202 2581504.435569203, 9843471.180240428 2581537.4335963507)",,,,,,,,15,0,6.57,204,300.0,65.0,3,54,52,5.0,425.21568750019804
1684399956,1684336113,0,156148005,residential,,,False,False,200.8095145943006,"LINESTRING (9843422.29985202 2581504.435569203, 9843458.33397119 2581442.2615324934, 9843483.71481509 2581402.403720965, 9843518.04574605 2581348.500583523, 9843537.793823719 2581319.963699222)",,,,,,,,43,7,6.57,204,300.0,65.0,3,54,79,5.0,2108.4741983539698
1684349393,4415603951,0,156147129,residential,,,False,False,49.61638030881548,"LINESTRING (9843662.505049253 2581335.769293215, 9843633.996127661 2581381.389795316)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,29,5.0,293.46500347467787
1684349393,1742495420,0,1227078432,tertiary,2,Canal Side Road,False,False,106.94630271232589,"LINESTRING (9843662.505049253 2581335.769293215, 9843563.731265072 2581275.0305633624)",,,,,,,,17,2,6.57,204,300.0,65.0,3,54,16,5.0,295.13690120766574
1684349393,2176570163,0,1227078432,tertiary,2,Canal Side Road,False,True,108.78212188564684,"LINESTRING (9843662.505049253 2581335.769293215, 9843762.970889693 2581397.557133345)",,,,,,,,19,0,6.57,204,300.0,65.0,3,54,40,5.0,627.9541850511048
2176570163,1684401263,0,156145767,tertiary,,,True,False,254.5758723093772,"LINESTRING (9843762.970889693 2581397.557133345, 9843615.86218261 2581631.1112173474)",,,,,,,,51,0,6.57,204,300.0,65.0,3,54,30,5.0,1182.2731403137577
2176570163,1684349393,0,1227078432,tertiary,2,Canal Side Road,False,False,108.78212188564684,"LINESTRING (9843762.970889693 2581397.557133345, 9843662.505049253 2581335.769293215)",,,,,,,,19,0,6.57,204,300.0,65.0,3,54,29,5.0,484.36178416205104
2176570163,2176570124,0,1227078432,tertiary,2,Canal Side Road,False,True,10.547405284108557,"LINESTRING (9843762.970889693 2581397.557133345, 9843772.711345138 2581403.5490590422)",,,,,,,,7,0,6.57,204,300.0,65.0,3,54,59,5.0,120.47562941148857
1684349395,11499385719,0,156147129,residential,,,False,True,74.42022400044715,"LINESTRING (9843538.072122443 2581535.0223389496, 9843580.80767496 2581466.5789436107)",,,,,,,,31,0,6.57,204,300.0,65.0,3,54,24,5.0,380.13024512128777
1684349395,1684352312,0,156147149,residential,,,False,False,50.55558378992922,"LINESTRING (9843538.072122443 2581535.0223389496, 9843491.896797664 2581505.4844641974)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,10,5.0,181.46670054791508
1684349395,2024783025,0,156147149,residential,,,False,True,50.40379955541819,"LINESTRING (9843538.072122443 2581535.0223389496, 9843584.113863837 2581564.4638157706)",,,,,,,,22,0,6.57,204,300.0,65.0,3,54,25,5.0,272.0113986662546
