u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lanes,ref,junction,bridge,width,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1200782061,1200782485,0,104184038,residential,,Munshi Nakibulla Lane,False,True,206.65493825806908,"LINESTRING (9837517.758213056 2580719.277880809, 9837516.589358404 2580721.9421894206, 9837520.452144733 2580760.918300441, 9837526.975466896 2580778.2423853274, 9837535.558199635 2580823.427348655, 9837544.619606184 2580847.972913862, 9837546.946183544 2580865.62259613, 9837564.14504487 2580937.089534042)",,,,,,,,36,0,6.48,204,300.0,65.0,3,53,50,5.0,1430.5296295484145
1200782535,1200782387,0,104049674,residential,,Patwar Bagan Ln,False,True,11.554811335406093,"LINESTRING (9837536.415359713 2580664.304006623, 9837530.660142038 2580653.176641506)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,55,5.0,161.86175481368022
1200782535,1200782202,0,104184038,residential,,Munshi Nakibulla Lane,False,False,42.18572120982478,"LINESTRING (9837536.415359713 2580664.304006623, 9837577.547911562 2580644.3036883124)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,27,5.0,222.28173671983228
1200782535,1200782061,0,104184038,residential,,Munshi Nakibulla Lane,False,True,53.5454965609088,"LINESTRING (9837536.415359713 2580664.304006623, 9837517.758213056 2580719.277880809)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,43,5.0,396.8947622542894
1200782535,1200782438,0,104049674,residential,,Patwar Bagan Ln,False,False,112.28885787766254,"LINESTRING (9837536.415359713 2580664.304006623, 9837557.120785002 2580707.9696435835, 9837575.04322302 2580747.0421675397, 9837586.687241755 2580775.156116969)",,,,,,,,33,0,6.48,204,300.0,65.0,3,53,22,5.0,472.04258479702906
1200782290,1200782472,0,104049643,residential,,,False,True,42.896028023770924,"LINESTRING (9837480.644294826 2580721.544351456, 9837473.764750294 2580694.708394383, 9837469.10046363 2580676.492277509)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,18,5.0,183.25542053134518
1200782290,1200782191,0,104049662,residential,,Patwar Bagan Ln,False,False,53.829786438825344,"LINESTRING (9837480.644294826 2580721.544351456, 9837471.53836048 2580722.858422345, 9837458.669827346 2580724.3051060126, 9837437.764026973 2580725.4142302433, 9837422.513256734 2580726.306351961)",,,,,,,,18,0,6.48,204,300.0,65.0,3,53,59,5.0,481.71488798688347
1200782290,1200782061,0,104049662,residential,,Patwar Bagan Ln,False,True,34.49023837701981,"LINESTRING (9837480.644294826 2580721.544351456, 9837500.982365794 2580718.325481001, 9837517.758213056 2580719.277880809)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,45,5.0,276.84728723590695
1202168183,1200782099,0,103230612,secondary,40,Keshab Sen Street,False,False,18.386768002591186,"LINESTRING (9837414.11976713 2580982.8053883505, 9837433.2110598 2580977.0667879204)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,47,26.0,194.30137153461428
1202168183,1200782630,0,103230612,secondary,40,Keshab Sen Street,False,True,112.28952538678978,"LINESTRING (9837414.11976713 2580982.8053883505, 9837372.285902489 2580995.3917374136, 9837342.318695568 2581004.4095489276, 9837316.681816837 2581012.113271465, 9837306.763250208 2581015.1031365725, 9837297.534864422 2581017.875995823)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,40,27.0,664.5897218565909
1202168183,1202168677,0,104184114,tertiary,,Biplabi Pulin Das Street,False,True,127.37156471408832,"LINESTRING (9837414.11976713 2580982.8053883505, 9837418.661602352 2581010.931792659, 9837422.090242669 2581038.684510881, 9837442.361521943 2581117.7715729903)",,,,,,,,38,0,6.48,204,300.0,65.0,3,53,26,5.0,597.9992819079556
1200782597,1200782099,0,104049639,tertiary,,Baithakkhana Road,False,False,176.5884778047402,"LINESTRING (9837364.927684147 2580798.3754781405, 9837375.725674754 2580827.6227570344, 9837383.41785157 2580848.4792569447, 9837388.449492551 2580865.3332569255, 9837408.698507927 2580909.746883834, 9837411.492627146 2580916.5584304924, 9837433.2110598 2580977.0667879204)",,,,,,,,49,0,6.48,204,300.0,65.0,3,53,27,5.0,827.7466680873582
1200782597,1200782339,0,104049639,tertiary,,Baithakkhana Road,False,True,62.736587425061906,"LINESTRING (9837364.927684147 2580798.3754781405, 9837360.730939344 2580787.006908362, 9837345.80299563 2580743.413397945, 9837343.309439033 2580733.913499903)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,72,5.0,692.6441153525349
1200782597,1200782630,0,104049697,residential,,Gowkhana Lane,False,True,263.2942395484272,"LINESTRING (9837364.927684147 2580798.3754781405, 9837279.76827369 2580821.6069275322, 9837297.43467688 2580990.014809348, 9837297.534864422 2581017.875995823)",,,,,,,,30,0,6.48,204,300.0,65.0,3,53,24,5.0,918.8874098994703
1200782339,1200782597,0,104049639,tertiary,,Baithakkhana Road,False,False,62.736587425061906,"LINESTRING (9837343.309439033 2580733.913499903, 9837345.80299563 2580743.413397945, 9837360.730939344 2580787.006908362, 9837364.927684147 2580798.3754781405)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,31,5.0,383.9801052212303
1200782339,1200782643,0,104049639,tertiary,,Baithakkhana Road,False,True,101.75781910426505,"LINESTRING (9837343.309439033 2580733.913499903, 9837330.273926662 2580684.2922933414, 9837313.420155758 2580660.217140346, 9837294.607161812 2580637.323474388)",,,,,,,,35,0,6.48,204,300.0,65.0,3,53,27,5.0,515.2953338978188
1200782339,1200782191,0,104049662,residential,,Patwar Bagan Ln,False,True,73.5943428739468,"LINESTRING (9837343.309439033 2580733.913499903, 9837362.634502636 2580731.044242425, 9837379.844495913 2580728.47637796, 9837389.629479155 2580727.2466965257, 9837399.292010954 2580725.9446809883, 9837406.984187769 2580725.643288518, 9837422.513256734 2580726.306351961)",,,,,,,,25,0,6.48,204,300.0,65.0,3,53,64,5.0,700.8045532719115
1200782202,10281869254,0,104184038,residential,,Munshi Nakibulla Lane,False,False,37.98249609996177,"LINESTRING (9837577.547911562 2580644.3036883124, 9837614.895600723 2580626.9556318317)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,15,5.0,148.96849297993117
1200782202,1200782535,0,104184038,residential,,Munshi Nakibulla Lane,False,True,42.18572120982478,"LINESTRING (9837577.547911562 2580644.3036883124, 9837536.415359713 2580664.304006623)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,77,5.0,475.39606397878094
1200782202,1200782688,0,104049648,living_street,,,False,True,112.83953058577035,"LINESTRING (9837577.547911562 2580644.3036883124, 9837559.81471668 2580606.8830248043, 9837526.107174868 2580533.30778429)",,,,,,,,31,0,6.48,204,300.0,65.0,3,53,12,5.0,328.08892404350934
10281869254,12794347572,0,104184038,residential,,Munshi Nakibulla Lane,False,False,12.4951410600272,"LINESTRING (9837614.895600723 2580626.9556318317, 9837627.441307336 2580621.84404672)",,,,,,,,8,0,6.48,204,300.0,65.0,3,53,39,5.0,109.0772601609273
10281869254,1200782202,0,104184038,residential,,Munshi Nakibulla Lane,False,True,37.98249609996177,"LINESTRING (9837614.895600723 2580626.9556318317, 9837577.547911562 2580644.3036883124)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,41,5.0,267.4738808118119
10281869254,10281869257,0,1126641014,primary,40,Acharya Jagadish Chandra Bose Road,True,False,263.87325226081765,"LINESTRING (9837614.895600723 2580626.9556318317, 9837643.794140533 2580696.0947972126, 9837666.280677674 2580781.087539478, 9837666.892934874 2580785.499940524, 9837669.653658245 2580805.596874861, 9837683.067656884 2580903.1764565175)",,,,,,,,34,0,6.48,204,300.0,65.0,3,53,39,30.0,1415.5268205806265
1200782688,10281869252,0,104045582,tertiary,,Kali Shome Street,False,False,41.89558052746375,"LINESTRING (9837526.107174868 2580533.30778429, 9837566.427094433 2580512.391402296)",,,,,,,,19,0,6.48,204,300.0,65.0,3,53,35,5.0,281.5614382153477
1200782688,1200782495,0,104045582,tertiary,,Kali Shome Street,False,True,43.26041790816956,"LINESTRING (9837526.107174868 2580533.30778429, 9837520.941950494 2580535.2607849897, 9837516.912184928 2580537.286119292, 9837483.360490402 2580552.572579011)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,43,5.0,348.8237564061549
1200782688,1200782202,0,104049648,living_street,,,False,False,112.83953058577035,"LINESTRING (9837526.107174868 2580533.30778429, 9837559.81471668 2580606.8830248043, 9837577.547911562 2580644.3036883124)",,,,,,,,31,0,6.48,204,300.0,65.0,3,53,37,5.0,666.6075158008204
1200782472,1200782290,0,104049643,residential,,,False,False,42.896028023770924,"LINESTRING (9837469.10046363 2580676.492277509, 9837473.764750294 2580694.708394383, 9837480.644294826 2580721.544351456)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,12,5.0,152.37028035423012
1200782472,1200782695,0,104049643,residential,,,False,True,98.601915478075,"LINESTRING (9837469.10046363 2580676.492277509, 9837466.428795852 2580663.9905596166, 9837454.49534644 2580636.817137741, 9837446.75864183 2580617.769246507, 9837428.769412117 2580577.7446348113)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,66,5.0,931.5271705863539
1200782472,1200782387,0,104049664,living_street,,,False,False,60.73401614342751,"LINESTRING (9837469.10046363 2580676.492277509, 9837481.356739568 2580671.1516196304, 9837530.660142038 2580653.176641506)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,34,5.0,368.39478586518425
1200782387,1200782535,0,104049674,residential,,Patwar Bagan Ln,False,False,11.554811335406093,"LINESTRING (9837530.660142038 2580653.176641506, 9837536.415359713 2580664.304006623)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,38,5.0,138.28993968945178
1200782387,1200782472,0,104049664,living_street,,,False,True,60.73401614342751,"LINESTRING (9837530.660142038 2580653.176641506, 9837481.356739568 2580671.1516196304, 9837469.10046363 2580676.492277509)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,64,5.0,587.0372439815233
1200782387,1200782495,0,104049674,residential,,Patwar Bagan Ln,False,True,102.53917642633326,"LINESTRING (9837530.660142038 2580653.176641506, 9837517.724817209 2580625.0267316047, 9837511.390738184 2580611.247157122, 9837483.360490402 2580552.572579011)",,,,,,,,31,0,6.48,204,300.0,65.0,3,53,17,5.0,374.77991990971987
1200782495,13974165574,0,104045582,tertiary,,Kali Shome Street,False,True,41.245815166602206,"LINESTRING (9837483.360490402 2580552.572579011, 9837442.662084566 2580571.102005271)",,,,,,,,21,0,6.48,204,300.0,65.0,3,53,53,5.0,377.92338445959
1200782495,1200782688,0,104045582,tertiary,,Kali Shome Street,False,False,43.26041790816956,"LINESTRING (9837483.360490402 2580552.572579011, 9837516.912184928 2580537.286119292, 9837520.941950494 2580535.2607849897, 9837526.107174868 2580533.30778429)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,71,5.0,494.17876057760463
1200782495,1200782387,0,104049674,residential,,Patwar Bagan Ln,False,False,102.53917642633327,"LINESTRING (9837483.360490402 2580552.572579011, 9837511.390738184 2580611.247157122, 9837517.724817209 2580625.0267316047, 9837530.660142038 2580653.176641506)",,,,,,,,31,0,6.48,204,300.0,65.0,3,53,73,5.0,1063.8431854946793
1200782438,1200782535,0,104049674,residential,,Patwar Bagan Ln,False,True,112.28885787766254,"LINESTRING (9837586.687241755 2580775.156116969, 9837575.04322302 2580747.0421675397, 9837557.120785002 2580707.9696435835, 9837536.415359713 2580664.304006623)",,,,,,,,33,0,6.48,204,300.0,65.0,3,53,22,5.0,472.04258479702906
1200782695,13974165574,0,104045582,tertiary,,Kali Shome Street,False,False,14.204358939683141,"LINESTRING (9837428.769412117 2580577.7446348113, 9837438.331756376 2580573.0791215897, 9837442.662084566 2580571.102005271)",,,,,,,,18,0,6.48,204,300.0,65.0,3,53,34,5.0,158.5537844739072
1200782695,13974165590,0,104045582,tertiary,,Kali Shome Street,False,True,49.00877630290643,"LINESTRING (9837428.769412117 2580577.7446348113, 9837398.668621806 2580591.1504578693, 9837380.300905827 2580599.5170471664)",,,,,,,,27,0,6.48,204,300.0,65.0,3,53,65,5.0,527.8684551626702
1200782695,1200782472,0,104049643,residential,,,False,False,98.601915478075,"LINESTRING (9837428.769412117 2580577.7446348113, 9837446.75864183 2580617.769246507, 9837454.49534644 2580636.817137741, 9837466.428795852 2580663.9905596166, 9837469.10046363 2580676.492277509)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,11,5.0,280.75452843105904
13974165574,1200782495,0,104045582,tertiary,,Kali Shome Street,False,False,41.245815166602206,"LINESTRING (9837442.662084566 2580571.102005271, 9837483.360490402 2580552.572579011)",,,,,,,,21,0,6.48,204,300.0,65.0,3,53,55,5.0,387.82238009957456
13974165574,1200782695,0,104045582,tertiary,,Kali Shome Street,False,True,14.204358939683141,"LINESTRING (9837442.662084566 2580571.102005271, 9837438.331756376 2580573.0791215897, 9837428.769412117 2580577.7446348113)",,,,,,,,18,0,6.48,204,300.0,65.0,3,53,13,5.0,122.75879994590571
13974165574,13974165590,0,1533459316,residential,,,False,False,249.74414621838326,"LINESTRING (9837442.662084566 2580571.102005271, 9837404.880249392 2580481.2037392547, 9837401.76330365 2580477.358028384, 9837398.512774518 2580474.549092794, 9837394.371689463 2580473.512318404, 9837386.378950024 2580475.139813115, 9837370.104040468 2580480.613018718, 9837366.920303032 2580482.4334024796, 9837364.782968808 2580485.941559827, 9837364.27089915 2580488.4852757547, 9837365.01673974 2580493.1145986323, 9837376.983585 2580550.957132288, 9837377.729425589 2580556.1410290464, 9837378.241495244 2580558.3954218617, 9837377.996592365 2580559.6009796425, 9837377.284147624 2580560.6498149834, 9837374.69040349 2580562.4219851918, 9837370.003852928 2580563.4346539676, 9837366.029747104 2580565.206824473, 9837365.539941346 2580566.6052720803, 9837365.339566262 2580568.220720325, 9837365.896163717 2580571.2346167243, 9837367.220865658 2580574.7789595886, 9837369.558574963 2580578.6849709675, 9837380.300905827 2580599.5170471664)",,,,,,,,56,0,6.48,204,300.0,65.0,3,53,35,5.0,1339.5254141172095
1200782630,1202168202,0,103230612,secondary,40,Keshab Sen Street,False,True,18.17406885894535,"LINESTRING (9837297.534864422 2581017.875995823, 9837278.66621073 2581023.554330776)",,,,,,,,10,0,6.48,204,300.0,65.0,3,53,66,28.0,204.53862536284717
1200782630,1202168183,0,103230612,secondary,40,Keshab Sen Street,False,False,112.28952538678979,"LINESTRING (9837297.534864422 2581017.875995823, 9837306.763250208 2581015.1031365725, 9837316.681816837 2581012.113271465, 9837342.318695568 2581004.4095489276, 9837372.285902489 2580995.3917374136, 9837414.11976713 2580982.8053883505)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,63,26.0,974.5088119241308
1200782630,1200782597,0,104049697,residential,,Gowkhana Lane,False,False,263.2942395484272,"LINESTRING (9837297.534864422 2581017.875995823, 9837297.43467688 2580990.014809348, 9837279.76827369 2580821.6069275322, 9837364.927684147 2580798.3754781405)",,,,,,,,30,0,6.48,204,300.0,65.0,3,53,33,5.0,1203.2451886117715
10281869252,1200782688,0,104045582,tertiary,,Kali Shome Street,False,True,41.89558052746375,"LINESTRING (9837566.427094433 2580512.391402296, 9837526.107174868 2580533.30778429)",,,,,,,,19,0,6.48,204,300.0,65.0,3,53,21,5.0,211.17686292920862
10281869252,10281869254,0,1126641014,primary,40,Acharya Jagadish Chandra Bose Road,True,False,114.83780150870624,"LINESTRING (9837566.427094433 2580512.391402296, 9837597.874850582 2580590.8370122425, 9837606.067965103 2580605.6292411457, 9837614.895600723 2580626.9556318317)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,48,29.0,792.0657366901479
1202167793,1202167921,0,104184082,residential,,Brindaban Mullick Lane,False,False,17.527751203063996,"LINESTRING (9837465.37126069 2581460.2132519856, 9837471.53836048 2581478.189103369)",,,,,,,,3,1,6.48,204,300.0,65.0,3,53,60,5.0,148.79980866206077
1202167793,1202167890,0,104184082,residential,,Brindaban Mullick Lane,False,True,20.887299868899408,"LINESTRING (9837465.37126069 2581460.2132519856, 9837457.890590908 2581438.837566707)",,,,,,,,5,1,6.48,204,300.0,65.0,3,53,71,5.0,210.55979488302296
1202167793,10281869263,0,104184073,residential,,Badur Bagan Lane,False,False,272.99354142117363,"LINESTRING (9837465.37126069 2581460.2132519856, 9837547.402593456 2581428.0954814446, 9837579.061856637 2581410.577819708, 9837613.036565227 2581398.8109767726, 9837660.659043388 2581383.9818730606, 9837695.836002478 2581375.988629966, 9837739.484374817 2581366.066404446, 9837744.43809216 2581365.1139675574)",,,,,,,,27,2,6.48,204,300.0,65.0,3,53,27,5.0,1024.0990742046024
1202167921,1202167793,0,104184082,residential,,Brindaban Mullick Lane,False,True,17.527751203063996,"LINESTRING (9837471.53836048 2581478.189103369, 9837465.37126069 2581460.2132519856)",,,,,,,,3,1,6.48,204,300.0,65.0,3,53,32,5.0,89.90656461976573
1202167921,1202168825,0,104184105,living_street,,,False,True,36.76245324647879,"LINESTRING (9837471.53836048 2581478.189103369, 9837434.212935217 2581492.174353314)",,,,,,,,5,1,6.48,204,300.0,65.0,3,53,56,5.0,279.6436858163375
1202167921,1202168460,0,104184082,residential,,Brindaban Mullick Lane,False,False,49.539005870518594,"LINESTRING (9837471.53836048 2581478.189103369, 9837479.119217802 2581499.830077021, 9837488.859673249 2581529.0303658242)",,,,,,,,7,1,6.48,204,300.0,65.0,3,53,21,5.0,167.43829479370683
1202167890,1202167793,0,104184082,residential,,Brindaban Mullick Lane,False,False,20.887299868899408,"LINESTRING (9837457.890590908 2581438.837566707, 9837465.37126069 2581460.2132519856)",,,,,,,,5,1,6.48,204,300.0,65.0,3,53,53,5.0,165.44322716620022
1202167890,6508547962,0,104184082,residential,,Brindaban Mullick Lane,False,True,73.13877681193065,"LINESTRING (9837457.890590908 2581438.837566707, 9837444.20942549 2581376.073023161, 9837440.32437526 2581361.521231431)",,,,,,,,14,1,6.48,204,300.0,65.0,3,53,15,5.0,209.24979826147515
1202167890,1202168831,0,104184099,residential,,Badur Bagan Lane,False,True,48.08600645625604,"LINESTRING (9837457.890590908 2581438.837566707, 9837473.352868179 2581433.3761016144, 9837490.874556031 2581426.9260292603, 9837505.156846698 2581417.5824709455)",,,,,,,,10,1,6.48,204,300.0,65.0,3,53,58,5.0,392.27860493554203
10281869263,10281869264,0,1124374140,primary,40,Acharya Jagadish Chandra Bose Road,True,False,22.069165741300424,"LINESTRING (9837744.43809216 2581365.1139675574, 9837748.957663486 2581388.6114454814)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,11,32.0,114.73129877851656
10281869263,1202167793,0,104184073,residential,,Badur Bagan Lane,False,True,272.99354142117363,"LINESTRING (9837744.43809216 2581365.1139675574, 9837739.484374817 2581366.066404446, 9837695.836002478 2581375.988629966, 9837660.659043388 2581383.9818730606, 9837613.036565227 2581398.8109767726, 9837579.061856637 2581410.577819708, 9837547.402593456 2581428.0954814446, 9837465.37126069 2581460.2132519856)",,,,,,,,27,2,6.48,204,300.0,65.0,3,53,17,5.0,696.5068244991942
1202168279,1202167826,0,104184037,tertiary,,Parsi Bagan St,False,False,69.14067238735355,"LINESTRING (9837463.868447565 2581191.9883719, 9837399.548045784 2581212.772992951, 9837392.668501252 2581215.4132686006)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,58,5.0,591.8190798159807
1202168279,1202168677,0,104184114,tertiary,,Biplabi Pulin Das Street,False,False,71.26795554225055,"LINESTRING (9837463.868447565 2581191.9883719, 9837458.981521918 2581175.2787128133, 9837442.361521943 2581117.7715729903)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,50,5.0,548.2077332535033
1202168279,1202168700,0,104184114,tertiary,,Biplabi Pulin Das Street,False,True,86.66837152050505,"LINESTRING (9837463.868447565 2581191.9883719, 9837480.165621016 2581257.561287386, 9837489.382874854 2581282.3003916983)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,47,5.0,614.4096153756485
1202168279,10945627724,0,"[1065785657, 1178251381]",residential,,,False,"[False, True]",55.62630518697198,"LINESTRING (9837463.868447565 2581191.9883719, 9837491.520209078 2581188.877914606, 9837499.568608262 2581196.9192918264, 9837520.50780448 2581194.2549070385)",,,,,,,,13,0,6.48,204,300.0,65.0,3,53,17,5.0,189.07766258142283
1202168006,1202168831,0,"[104184064, 104184045]",residential,,,False,False,119.13192245530612,"LINESTRING (9837435.559901055 2581343.6540116305, 9837473.1079653 2581335.323215985, 9837477.393765695 2581335.9501353386, 9837479.809398646 2581340.145673158, 9837491.286438147 2581377.5679884027, 9837497.53146158 2581398.401066411, 9837505.156846698 2581417.5824709455)",,,,,,,,27,1,6.48,204,300.0,65.0,3,53,14,5.0,342.74162972491433
1202168006,6508547962,0,104184082,residential,,Brindaban Mullick Lane,False,False,17.054951507815304,"LINESTRING (9837435.559901055 2581343.6540116305, 9837436.12763046 2581345.763837529, 9837440.32437526 2581361.521231431)",,,,,,,,14,1,6.48,204,300.0,65.0,3,53,74,5.0,229.0479693893999
1202168006,1202167826,0,104184082,residential,,Brindaban Mullick Lane,False,True,125.81050575143945,"LINESTRING (9837435.559901055 2581343.6540116305, 9837426.565286199 2581309.9330020635, 9837404.30138804 2581269.4606472882, 9837399.158427566 2581249.7730584685, 9837392.668501252 2581215.4132686006)",,,,,,,,29,1,6.48,204,300.0,65.0,3,53,78,5.0,1330.186333833473
6508547962,6508547961,0,693286158,residential,,,False,False,79.24237193002745,"LINESTRING (9837440.32437526 2581361.521231431, 9837358.627000967 2581388.1171421143)",,,,,,,,13,1,6.48,204,300.0,65.0,3,53,23,5.0,291.3089465268758
6508547962,1202167890,0,104184082,residential,,Brindaban Mullick Lane,False,False,73.13877681193065,"LINESTRING (9837440.32437526 2581361.521231431, 9837444.20942549 2581376.073023161, 9837457.890590908 2581438.837566707)",,,,,,,,14,1,6.48,204,300.0,65.0,3,53,17,5.0,226.80310469633852
6508547962,1202168006,0,104184082,residential,,Brindaban Mullick Lane,False,True,17.054951507815304,"LINESTRING (9837440.32437526 2581361.521231431, 9837436.12763046 2581345.763837529, 9837435.559901055 2581343.6540116305)",,,,,,,,14,1,6.48,204,300.0,65.0,3,53,53,5.0,186.06949158970534
1202168831,1202168312,0,104184099,residential,,Badur Bagan Lane,False,True,32.13848812695135,"LINESTRING (9837505.156846698 2581417.5824709455, 9837532.11842737 2581395.507581792)",,,,,,,,12,0,6.48,204,300.0,65.0,3,53,49,5.0,259.57431018647395
1202168831,1202168006,0,"[104184064, 104184045]",residential,,,False,True,119.13192245530612,"LINESTRING (9837505.156846698 2581417.5824709455, 9837497.53146158 2581398.401066411, 9837491.286438147 2581377.5679884027, 9837479.809398646 2581340.145673158, 9837477.393765695 2581335.9501353386, 9837473.1079653 2581335.323215985, 9837435.559901055 2581343.6540116305)",,,,,,,,27,1,6.48,204,300.0,65.0,3,53,13,5.0,328.44579903027756
1202168831,1202167890,0,104184099,residential,,Badur Bagan Lane,False,False,48.086006456256044,"LINESTRING (9837505.156846698 2581417.5824709455, 9837490.874556031 2581426.9260292603, 9837473.352868179 2581433.3761016144, 9837457.890590908 2581438.837566707)",,,,,,,,10,1,6.48,204,300.0,65.0,3,53,36,5.0,265.3315478910261
1202168825,1202167921,0,104184105,living_street,,,False,False,36.76245324647879,"LINESTRING (9837434.212935217 2581492.174353314, 9837471.53836048 2581478.189103369)",,,,,,,,5,1,6.48,204,300.0,65.0,3,53,15,5.0,98.77241584366183
1202168460,1202168289,0,104184052,living_street,,,False,True,27.88225961233583,"LINESTRING (9837488.859673249 2581529.0303658242, 9837460.462071147 2581539.3987713913)",,,,,,,,7,0,6.48,204,300.0,65.0,3,53,51,5.0,216.23942882749526
1202168460,1202167923,0,104184082,residential,,Brindaban Mullick Lane,False,False,54.20150959353178,"LINESTRING (9837488.859673249 2581529.0303658242, 9837495.83940532 2581549.9962530723, 9837509.309063707 2581584.1035523005)",,,,,,,,6,0,6.48,204,300.0,65.0,3,53,63,5.0,450.3634125271003
1202168460,1202167921,0,104184082,residential,,Brindaban Mullick Lane,False,True,49.539005870518594,"LINESTRING (9837488.859673249 2581529.0303658242, 9837479.119217802 2581499.830077021, 9837471.53836048 2581478.189103369)",,,,,,,,7,1,6.48,204,300.0,65.0,3,53,34,5.0,244.71914395171584
1202167923,1202332366,0,103568951,tertiary,,Mahendra Sreemani Street,False,True,10.461193236156099,"LINESTRING (9837509.309063707 2581584.1035523005, 9837498.310698014 2581586.876506536)",,,,,,,,3,0,6.48,204,300.0,65.0,3,53,43,5.0,79.57975709856547
1202167923,1202332258,0,103568951,tertiary,,Mahendra Sreemani Street,False,False,33.38582615756168,"LINESTRING (9837509.309063707 2581584.1035523005, 9837518.504053645 2581581.7164007644, 9837544.241119917 2581574.6152297882)",,,,,,,,5,0,6.48,204,300.0,65.0,3,53,41,5.0,199.85826469520345
1202167923,1202168460,0,104184082,residential,,Brindaban Mullick Lane,False,True,54.20150959353178,"LINESTRING (9837509.309063707 2581584.1035523005, 9837495.83940532 2581549.9962530723, 9837488.859673249 2581529.0303658242)",,,,,,,,6,0,6.48,204,300.0,65.0,3,53,53,5.0,385.32160101486215
1202332366,1202167923,0,103568951,tertiary,,Mahendra Sreemani Street,False,False,10.461193236156099,"LINESTRING (9837498.310698014 2581586.876506536, 9837509.309063707 2581584.1035523005)",,,,,,,,3,0,6.48,204,300.0,65.0,3,53,13,5.0,41.91946144840351
1202332258,1202332294,0,103568951,tertiary,,Mahendra Sreemani Street,False,False,40.95588088211907,"LINESTRING (9837544.241119917 2581574.6152297882, 9837586.598186165 2581561.280950896)",,,,,,,,8,0,6.48,204,300.0,65.0,3,53,22,5.0,158.72352552879434
1202332258,1202167923,0,103568951,tertiary,,Mahendra Sreemani Street,False,True,33.38582615756168,"LINESTRING (9837544.241119917 2581574.6152297882, 9837518.504053645 2581581.7164007644, 9837509.309063707 2581584.1035523005)",,,,,,,,5,0,6.48,204,300.0,65.0,3,53,27,5.0,143.77007675049984
1202168677,12123721556,0,1309222783,residential,,,False,True,46.17840075322083,"LINESTRING (9837442.361521943 2581117.7715729903, 9837394.082258785 2581131.033159901)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,47,5.0,371.04618024816546
1202168677,1202168183,0,104184114,tertiary,,Biplabi Pulin Das Street,False,False,127.37156471408832,"LINESTRING (9837442.361521943 2581117.7715729903, 9837422.090242669 2581038.684510881, 9837418.661602352 2581010.931792659, 9837414.11976713 2580982.8053883505)",,,,,,,,38,0,6.48,204,300.0,65.0,3,53,18,5.0,475.7225797824308
1202168677,1202168279,0,104184114,tertiary,,Biplabi Pulin Das Street,False,True,71.26795554225055,"LINESTRING (9837442.361521943 2581117.7715729903, 9837458.981521918 2581175.2787128133, 9837463.868447565 2581191.9883719)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,75,5.0,762.0115998802548
1202168700,10281869261,0,104184017,residential,,,False,True,224.8442748130004,"LINESTRING (9837489.382874854 2581282.3003916983, 9837538.118547924 2581265.735314852, 9837669.019137146 2581223.936901072, 9837720.971943501 2581206.202445782)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,43,5.0,1290.796458035082
1202168700,1202168279,0,104184114,tertiary,,Biplabi Pulin Das Street,False,False,86.66837152050505,"LINESTRING (9837489.382874854 2581282.3003916983, 9837480.165621016 2581257.561287386, 9837463.868447565 2581191.9883719)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,34,5.0,479.2069558036606
1202168700,1202168312,0,104184114,tertiary,,Biplabi Pulin Das Street,False,True,111.90131717014575,"LINESTRING (9837489.382874854 2581282.3003916983, 9837499.82464309 2581317.5283611338, 9837504.633645093 2581325.1237236774, 9837517.190483654 2581354.179031495, 9837532.11842737 2581395.507581792)",,,,,,,,27,0,6.48,204,300.0,65.0,3,53,34,5.0,602.1573740541947
