u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,bridge,maxspeed,ref,width,junction,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1673640253,1663949594,0,1127549411,tertiary,,,True,False,13.003266574951628,"LINESTRING (9842863.765438912 2582730.446132126, 9842868.451989476 2582730.084417508, 9842872.893637158 2582728.529044741, 9842876.789819336 2582725.9126428193)",,,,,roundabout,,,10,1,4.61,196,300.0,65.0,3,62,76,5.0,177.98979116355886
1663968690,1674528893,0,350552527,tertiary,,,True,False,10.8503981798614,"LINESTRING (9842301.512954814 2582831.630077297, 9842298.852418985 2582828.7484001652, 9842295.646417651 2582826.49369916, 9842292.0285342 2582824.9744890295)",,,,,,,,6,1,4.61,196,300.0,65.0,3,62,65,5.0,124.03310580291893
1674528893,1768870712,0,"[155004888, 165335464]",tertiary,,,True,False,210.99148566537338,"LINESTRING (9842292.0285342 2582824.9744890295, 9842290.915339291 2582818.186274034, 9842282.176759264 2582762.0961916903, 9842280.106216734 2582748.7489020713, 9842274.451186603 2582710.3830398982, 9842274.217415672 2582708.9361832235, 9842273.73874186 2582705.5842990763, 9842263.486216761 2582643.104337882, 9842257.897978323 2582609.0189776644, 9842256.484220788 2582598.975444827)",,,,,,,,8,3,4.61,196,300.0,65.0,3,62,28,5.0,752.3313918356545
1674528893,1674528895,0,350552527,tertiary,,,True,False,12.789630624818365,"LINESTRING (9842292.0285342 2582824.9744890295, 9842288.63328973 2582824.2872273494, 9842285.160121616 2582824.2510556825, 9842281.753745198 2582824.8659740253, 9842278.514348017 2582826.1078680023)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,76,5.0,151.0414312983435
1663968696,1663978336,0,153694184,tertiary,,,True,False,192.20838513261722,"LINESTRING (9842268.42880215 2582840.238939992, 9842260.925868472 2582841.348205537, 9842204.11953232 2582850.8975380845, 9842180.54206417 2582854.8523137784, 9842171.56971321 2582855.8892368297, 9842163.142827759 2582856.2147824527, 9842156.563845852 2582855.636034684, 9842152.957094353 2582854.5629399153, 9842148.682425903 2582853.2848720797, 9842141.546846544 2582850.2826187788, 9842131.92884254 2582844.1695986725, 9842096.250945741 2582820.1395434286, 9842076.113249855 2582806.5872345855, 9842075.879478926 2582806.032602965)",,,,,,,,11,1,4.61,196,300.0,65.0,3,62,59,5.0,1425.23536673893
1663968696,1663968701,0,153744485,tertiary,,,True,False,11.821422519617975,"LINESTRING (9842268.42880215 2582840.238939992, 9842268.373142404 2582844.507201303, 9842269.29709418 2582848.679005791, 9842271.167261625 2582852.5252657714)",,,,,,,,6,1,4.61,196,300.0,65.0,3,62,66,5.0,133.02566635537437
1663978336,1674528878,0,350552510,tertiary,,,True,False,13.550133292292355,"LINESTRING (9842075.879478926 2582806.032602965, 9842076.057590112 2582801.1373768523, 9842074.922131306 2582796.374781405, 9842072.584421998 2582792.070360873)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,59,5.0,118.33494370942988
1663968697,6470041670,0,153747153,tertiary,,2nd Avenue,True,False,171.94689340607337,"LINESTRING (9842360.779451713 2582831.835050166, 9842542.931534499 2582792.046246475)",,,,,,,,34,0,4.61,196,300.0,65.0,3,62,70,5.0,1626.7539046110164
1663968697,6470000075,0,689658248,tertiary_link,,,False,True,12.678277106265101,"LINESTRING (9842360.779451713 2582831.835050166, 9842357.963068595 2582818.3791895197)",,,,,,,,11,0,4.61,196,300.0,65.0,3,62,75,5.0,181.50449395638591
6470041670,2026293329,0,153747153,tertiary,,2nd Avenue,True,False,32.62776331147996,"LINESTRING (9842542.931534499 2582792.046246475, 9842577.49623639 2582784.498441747)",,,,,,,,10,0,4.61,196,300.0,65.0,3,62,11,5.0,105.46864757115355
6470041670,6470041669,0,689663543,tertiary_link,,,False,False,13.320346559026019,"LINESTRING (9842542.931534499 2582792.046246475, 9842539.013088422 2582778.1443020883)",,,,,,,,10,0,4.61,196,300.0,65.0,3,62,67,5.0,169.4955863345692
6470000075,1663968697,0,689658248,tertiary_link,,,False,False,12.678277106265101,"LINESTRING (9842357.963068595 2582818.3791895197, 9842360.779451713 2582831.835050166)",,,,,,,,11,0,4.61,196,300.0,65.0,3,62,32,5.0,116.084584088058
6470000075,1663968690,0,153747155,tertiary,,2nd Avenue,True,False,53.47492267071957,"LINESTRING (9842357.963068595 2582818.3791895197, 9842318.166350637 2582827.7235360336, 9842301.512954814 2582831.630077297)",,,,,,,,9,1,4.61,196,300.0,65.0,3,62,39,5.0,304.6626380989676
1663978341,6470055890,0,153556676,tertiary,,4th Cross Road,True,False,61.296901237651106,"LINESTRING (9842281.275071388 2582860.2419029023, 9842282.22128706 2582866.2464136505, 9842292.240041232 2582925.797291439)",,,,,,,,24,1,4.61,196,300.0,65.0,3,62,52,5.0,511.89266372294287
1663978341,1663949762,0,350557446,tertiary,,,True,False,13.005036868793185,"LINESTRING (9842281.275071388 2582860.2419029023, 9842285.905962206 2582861.0376813104, 9842290.592512768 2582860.6397921015, 9842295.0230285 2582859.0723498566)",,,,,,,,7,1,4.61,196,300.0,65.0,3,62,52,5.0,125.55143006126949
1663968703,1663968719,0,153747156,tertiary,,5th Cross Road,True,False,25.703577028869905,"LINESTRING (9842962.962237159 2583073.2827903745, 9842970.687809821 2583100.0623041433)",,,,,,,,16,0,4.61,196,300.0,65.0,3,62,37,5.0,206.52388200818237
1663968703,6510813691,0,153573422,residential,,,True,False,82.10881636916699,"LINESTRING (9842962.962237159 2583073.2827903745, 9842959.912083112 2583077.8766615717, 9842957.051172199 2583081.698859835, 9842949.225411996 2583086.232446299, 9842882.277870232 2583105.6328342725)",,,,,,,,31,0,4.61,196,300.0,65.0,3,62,14,5.0,305.3428115002005
1663968719,1663968763,0,153747156,tertiary,,5th Cross Road,True,False,259.31181686666554,"LINESTRING (9842970.687809821 2583100.0623041433, 9842985.036892183 2583149.811303917, 9842989.756838594 2583166.161225874, 9842993.140951114 2583177.9052063036, 9843047.420334825 2583366.0391178527, 9843048.655981172 2583370.223111027)",,,,,,,,67,1,4.61,196,300.0,65.0,3,62,66,5.0,2398.149589583991
6510813691,6510813690,0,693496460,residential,,,False,False,9.810544068031406,"LINESTRING (9842882.277870232 2583105.6328342725, 9842885.172176993 2583115.869592565)",,,,,,,,19,0,4.61,196,300.0,65.0,3,62,16,5.0,126.2362446106203
6510813691,1662277126,0,153573422,residential,,,True,False,75.83834480921485,"LINESTRING (9842882.277870232 2583105.6328342725, 9842868.362933883 2583109.672072656, 9842819.137455055 2583123.8998455377, 9842802.829149652 2583126.443965533)",,,,,,,,32,2,4.61,196,300.0,65.0,3,62,37,5.0,503.1222509529139
1663968763,1708677929,0,1127549413,secondary,2,,True,False,9.662035814919559,"LINESTRING (9843048.655981172 2583370.223111027, 9843046.952792963 2583371.742371057, 9843042.789444007 2583378.2776022954, 9843042.644728668 2583378.6996191614)",,,,,roundabout,,,9,1,4.61,196,300.0,65.0,3,62,76,5.0,142.51776663206638
1663968748,6470055891,0,"[153694185, 155004893]",tertiary,,4th Cross Road,True,False,271.3522617147186,"LINESTRING (9842351.49540618 2583214.620270578, 9842347.209605785 2583187.6838246845, 9842341.309672773 2583150.1489127623, 9842339.851387445 2583141.238453042, 9842305.253289705 2582924.0369263263)",,,,,,,,70,0,4.61,196,300.0,65.0,3,62,26,5.0,1209.019056549922
6470055891,6470055890,0,689664112,tertiary_link,,,False,False,12.110417908588682,"LINESTRING (9842305.253289705 2582924.0369263263, 9842292.240041232 2582925.797291439)",,,,,,,,22,0,4.61,196,300.0,65.0,3,62,36,5.0,174.71700536510312
6470055891,1663949762,0,153694185,tertiary,,4th Cross Road,True,False,60.65124993690217,"LINESTRING (9842305.253289705 2582924.0369263263, 9842295.857924683 2582865.088917434, 9842295.0230285 2582859.0723498566)",,,,,,,,21,1,4.61,196,300.0,65.0,3,62,74,5.0,652.9830994396912
1663968758,1663968748,0,155004893,tertiary,,4th Cross Road,True,False,20.706108728025153,"LINESTRING (9842355.024234038 2583236.794038383, 9842351.49540618 2583214.620270578)",,,,,,,,17,0,4.61,196,300.0,65.0,3,62,33,5.0,179.39619056297963
1663968758,6510442358,0,153574116,residential,,,True,False,84.23446888088571,"LINESTRING (9842355.024234038 2583236.794038383, 9842357.094776567 2583231.4887296334, 9842359.96681943 2583229.00488112, 9842440.72911 2583215.7175036343)",,,,,,,,29,0,4.61,196,300.0,65.0,3,62,12,5.0,278.6976351884754
6510442358,6510442357,0,693465603,residential,,,False,False,9.545632087990573,"LINESTRING (9842440.72911 2583215.7175036343, 9842438.90347035 2583205.5289137647)",,,,,,,,19,0,4.61,196,300.0,65.0,3,62,21,5.0,131.45499286173623
6510442358,1662278405,0,153574116,residential,,,True,False,70.13109556171534,"LINESTRING (9842440.72911 2583215.7175036343, 9842491.65777704 2583207.3495962294, 9842505.839880165 2583205.203361293, 9842515.736182896 2583203.225931596)",,,,,,,,28,1,4.61,196,300.0,65.0,3,62,58,5.0,637.5124251095388
1663968761,1685854897,0,"[153747154, 154905767]",tertiary,,5th Cross Road,True,False,306.7422737280132,"LINESTRING (9843061.64696575 2583366.364673481, 9843060.422451349 2583362.289199796, 9842970.253663806 2583049.722641538, 9842969.407635676 2583046.7926970148)",,,,,,,,65,1,4.61,196,300.0,65.0,3,62,18,5.0,996.9633112525083
1663968761,1663968763,0,1127549414,secondary,2,,True,False,12.755571035366314,"LINESTRING (9843061.64696575 2583366.364673481, 9843058.285117125 2583366.376731096, 9843052.151413182 2583368.064797413, 9843048.655981172 2583370.223111027)",,,,,roundabout,,,9,1,4.61,196,300.0,65.0,3,62,25,5.0,92.66671310609894
1685854897,6470182153,0,154905767,tertiary,,5th Cross Road,True,False,55.90748987082766,"LINESTRING (9842969.407635676 2583046.7926970148, 9842952.609524516 2582988.5435780324)",,,,,,,,30,0,4.61,196,300.0,65.0,3,62,19,5.0,289.8690769054871
1685854897,2027862760,0,156322583,residential,,,False,True,104.24002513458368,"LINESTRING (9842969.407635676 2583046.7926970148, 9843024.84474209 2583030.8407859015, 9843078.033194792 2583015.539987603)",,,,,,,,43,0,4.61,196,300.0,65.0,3,62,71,5.0,1115.525014146653
1708677929,2009824569,0,158712059,secondary,2,1st Avenue,True,False,301.34653235096476,"LINESTRING (9843042.644728668 2583378.6996191614, 9842723.91476263 2583450.744084239)",,,,,,,,43,1,4.61,196,300.0,65.0,3,62,76,5.0,2972.6803750407985
1708677929,1708677931,0,1127549412,secondary,2,,True,False,14.008725866826783,"LINESTRING (9843042.644728668 2583378.6996191614, 9843042.054735366 2583380.797646025, 9843041.642853253 2583384.5234530056, 9843042.700388415 2583390.8054789673, 9843043.880375018 2583393.4461009544)",,,,,roundabout,,,8,1,4.61,196,300.0,65.0,3,62,44,5.0,123.36607257684541
1674528878,2026248586,0,155004887,tertiary,,,True,False,122.23674322652357,"LINESTRING (9842072.584421998 2582792.070360873, 9842125.305332838 2582708.7070975956, 9842143.42814594 2582680.047304666)",,,,,,,,4,0,4.61,196,300.0,65.0,3,62,47,5.0,721.8152317975929
1674528878,1674528877,0,350552510,tertiary,,,True,False,12.925574667724726,"LINESTRING (9842072.584421998 2582792.070360873, 9842070.246712692 2582789.4539489374, 9842067.463725422 2582787.3318824163, 9842064.32451578 2582785.764447093, 9842060.95153521 2582784.836043163)",,,,,,,,4,0,4.61,196,300.0,65.0,3,62,67,5.0,136.3216203285068
6470055890,6470055891,0,689664112,tertiary_link,,,False,True,12.110417908588682,"LINESTRING (9842292.240041232 2582925.797291439, 9842305.253289705 2582924.0369263263)",,,,,,,,22,0,4.61,196,300.0,65.0,3,62,49,5.0,193.60925730250145
6470055890,1664545506,0,153556676,tertiary,,4th Cross Road,True,False,246.7640068462411,"LINESTRING (9842292.240041232 2582925.797291439, 9842326.448520752 2583143.734345878, 9842328.029257521 2583153.3561971327, 9842333.773343245 2583190.131494551)",,,,,,,,76,0,4.61,196,300.0,65.0,3,62,31,5.0,1310.362105468017
1663989213,1768893473,0,153812404,tertiary,,7th Cross Road,True,False,391.92068233040845,"LINESTRING (9842732.987301128 2581740.752079593, 9842747.926376794 2581750.4816258647, 9842965.099571383 2581888.2752791657, 9843016.729551213 2581921.0329376115, 9843084.489725258 2581964.0267088413, 9843091.436061483 2581968.969914574)",,,,,,,,24,1,4.61,196,300.0,65.0,3,62,44,5.0,2198.7412027045566
1663989213,1673636032,0,1130844575,secondary,2,,True,False,18.127785751670434,"LINESTRING (9842732.987301128 2581740.752079593, 9842737.30649737 2581741.9938924927, 9842741.057964211 2581741.96977962, 9842744.508868426 2581741.210224147, 9842746.913369427 2581739.41381531, 9842749.006175855 2581736.7131742025, 9842749.41805797 2581735.3146280874)",,,,,,,,4,1,4.61,196,300.0,65.0,3,62,48,5.0,133.8160459296217
1768893473,1768893489,0,260285725,tertiary,,7th Cross Road,True,False,15.491541525578516,"LINESTRING (9843091.436061483 2581968.969914574, 9843094.99828519 2581969.6933106594, 9843105.98551893 2581974.033687827, 9843107.310220871 2581974.28687653)",,,,,,,,3,0,4.61,196,300.0,65.0,3,62,71,5.0,159.38793379792895
1768893473,12406988406,0,350552548,secondary,2,,True,False,194.26427359568788,"LINESTRING (9843091.436061483 2581968.969914574, 9843049.490877353 2582032.604777332, 9843028.073007325 2582065.7726472947, 9842980.27241798 2582139.7525479374, 9842976.532083087 2582145.503606823)",,,,,,,,4,0,4.61,196,300.0,65.0,3,62,38,5.0,918.2450875963367
1673636032,1784283038,0,153815428,secondary,2,,True,False,16.700331551146682,"LINESTRING (9842749.41805797 2581735.3146280874, 9842749.763148392 2581734.157210702, 9842749.907863729 2581731.336006162, 9842749.64069695 2581724.4397304165, 9842747.726001712 2581720.2561519453, 9842746.579410955 2581717.953375772)",,,,,,,,4,1,4.61,196,300.0,65.0,3,62,53,5.0,135.6141086652929
1663989219,2175658980,0,154994776,secondary,2,,True,False,453.4028967762024,"LINESTRING (9842363.028105427 2581769.217348125, 9842358.63098554 2581763.526701806, 9842356.493651317 2581757.65521072, 9842302.826524805 2581519.035711236, 9842251.61955904 2581291.137517326)",,,,,,,,66,3,4.61,196,300.0,65.0,3,62,12,5.0,986.3001713577314
1663989219,1663989222,0,"[154994777, 1134514479]",secondary,2,4th Avenue,True,False,21.311995220930633,"LINESTRING (9842363.028105427 2581769.217348125, 9842358.441742405 2581768.2528316625, 9842353.476893118 2581768.8315415336, 9842346.786591722 2581770.543558352, 9842340.953450402 2581773.4491647664)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,59,5.0,185.28892616418887
1663989221,1663989219,0,1134515124,secondary,2,4th Avenue,True,False,5.764807143903349,"LINESTRING (9842368.371440984 2581772.460535141, 9842363.028105427 2581769.217348125)",,,,,,,,2,1,4.61,196,300.0,65.0,3,62,26,5.0,37.38619828897845
1663989229,1663989241,0,153750535,secondary,2,,True,False,23.308315310609487,"LINESTRING (9842336.478406873 2581781.816349561, 9842335.710302386 2581788.700592661, 9842338.192727031 2581794.0416098516, 9842342.968333187 2581797.6706089675, 9842349.024113486 2581799.9131138017)",,,,,,,,4,1,4.61,196,300.0,65.0,3,62,14,5.0,68.55796972182394
1663989229,1705350261,0,260285723,secondary,2,4th Avenue,True,False,61.52672036740836,"LINESTRING (9842336.478406873 2581781.816349561, 9842331.892043853 2581787.362324514, 9842327.005118206 2581792.4380988674, 9842311.565104833 2581800.769123791, 9842277.579264294 2581808.8107972546)",,,,,,,,10,1,4.61,196,300.0,65.0,3,62,11,5.0,140.61527088497903
1663989241,1663989239,0,260285718,secondary,2,4th Avenue,True,False,16.55401298352979,"LINESTRING (9842349.024113486 2581799.9131138017, 9842366.49014159 2581795.77774222)",,,,,,,,1,1,4.61,196,300.0,65.0,3,62,31,5.0,75.98092829873082
1705350261,2175665924,0,158308540,residential,,,False,False,50.40197738718273,"LINESTRING (9842277.579264294 2581808.8107972546, 9842267.96126029 2581755.0148488753)",,,,,,,,20,1,4.61,196,300.0,65.0,3,62,11,5.0,175.9306101510812
1705350261,6469117057,0,260285723,secondary,2,4th Avenue,True,False,125.08528509905587,"LINESTRING (9842277.579264294 2581808.8107972546, 9842145.142466096 2581838.0477988077)",,,,,,,,25,1,4.61,196,300.0,65.0,3,62,60,5.0,1035.0140527132023
1663989239,1663989221,0,153812407,secondary,2,,True,False,24.52531490491728,"LINESTRING (9842366.49014159 2581795.77774222, 9842370.286136227 2581792.1366870445, 9842372.390074603 2581786.783613998, 9842372.579317737 2581781.249695703, 9842371.81121325 2581776.849086609, 9842368.371440984 2581772.460535141)",,,,,,,,2,1,4.61,196,300.0,65.0,3,62,44,5.0,148.89366269796324
1663989239,1664545438,0,260285720,secondary,2,4th Avenue,True,False,325.1902552144493,"LINESTRING (9842366.49014159 2581795.77774222, 9842384.668614436 2581791.4735810556, 9842398.249592314 2581788.254503267, 9842679.53168165 2581724.7652538572, 9842689.261005145 2581723.7042885916, 9842698.511654831 2581724.029812018, 9842704.801206062 2581725.47658288, 9842710.411708396 2581727.863755079)",,,,,,,,21,1,4.61,196,300.0,65.0,3,62,15,5.0,699.7424593860086
1664545438,1663989213,0,260285716,secondary,2,,True,False,23.998068975034617,"LINESTRING (9842710.411708396 2581727.863755079, 9842713.26148736 2581729.0693977335, 9842732.987301128 2581740.752079593)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,54,5.0,179.9074869582243
1663989284,6469117056,0,153750547,secondary,2,4th Avenue,True,False,152.31943878647826,"LINESTRING (9841987.302560102 2581888.1667702827, 9842147.736210233 2581848.9589404115)",,,,,,,,7,1,4.61,196,300.0,65.0,3,62,21,5.0,428.2449857419252
1663989284,1664524246,0,1130844573,secondary,2,,True,False,17.721640078324192,"LINESTRING (9841987.302560102 2581888.1667702827, 9841986.32294858 2581881.837086686, 9841983.228266738 2581876.230797515, 9841978.408132786 2581872.0110112145)",,,,,,,,2,1,4.61,196,300.0,65.0,3,62,67,5.0,161.88198622972652
6469117056,6469117057,0,689579798,secondary_link,,,False,True,10.343574953101706,"LINESTRING (9842147.736210233 2581848.9589404115, 9842145.142466096 2581838.0477988077)",,,,,,,,10,0,4.61,196,300.0,65.0,3,62,28,5.0,97.15441184242174
6469117056,1663989241,0,153750547,secondary,2,4th Avenue,True,False,191.07637893793412,"LINESTRING (9842147.736210233 2581848.9589404115, 9842327.873410234 2581804.9286095793, 9842349.024113486 2581799.9131138017)",,,,,,,,18,1,4.61,196,300.0,65.0,3,62,57,5.0,1406.3624319354694
1664524246,1664524242,0,1130844572,secondary,2,,True,False,14.394929661677537,"LINESTRING (9841978.408132786 2581872.0110112145, 9841973.532339089 2581869.949344583, 9841967.153732268 2581869.4188573044, 9841963.38000153 2581870.45571882)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,63,5.0,133.22566824228218
1664010788,1663186758,0,153690561,secondary,2,,True,False,14.869262848141577,"LINESTRING (9841564.956412032 2579125.470997892, 9841576.288736194 2579136.9348674663)",,,,,,,,1,4,4.61,196,300.0,65.0,3,62,28,5.0,55.360723169755694
1664010788,11941691854,0,153753347,primary,4,Eastern Metropolitan Bypass,True,False,904.8192978780469,"LINESTRING (9841564.956412032 2579125.470997892, 9841507.315179698 2579240.483742663, 9841490.316693455 2579277.4673622195, 9841410.979292367 2579470.80093449, 9841374.110277016 2579559.813730506, 9841339.534443175 2579644.0532565704, 9841311.370612005 2579707.1970164315, 9841259.785159972 2579828.4100799626, 9841207.977068957 2579936.833533485, 9841166.900176853 2580021.557178072)",,60,SH3,,,,,28,8,4.61,196,300.0,65.0,3,62,66,49.0,7294.568839194131
11941691854,2431626429,0,1287612593,primary_link,,,False,True,22.754356762293014,"LINESTRING (9841166.900176853 2580021.557178072, 9841143.155729467 2580014.866550135)",,,,,,,,1,2,4.61,196,300.0,65.0,3,62,44,5.0,131.5430037049071
11941691854,1635133482,0,153753347,primary,4,Eastern Metropolitan Bypass,True,False,175.6500748474241,"LINESTRING (9841166.900176853 2580021.557178072, 9841126.42441 2580105.027508714, 9841084.045079855 2580193.019000115)",,60,SH3,,,,,4,2,4.61,196,300.0,65.0,3,62,38,47.0,827.3643413042538
1664046216,2039956230,0,562931988,tertiary,2,Salt Lake Bypass,False,True,10.189506956536768,"LINESTRING (9843246.993917918 2580969.5680315206, 9843244.266590394 2580958.8624173184)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,16,5.0,43.963853356550594
1664046216,9565432045,0,1376080956,primary,3,Salt Lake Bypass,True,False,113.42808383985547,"LINESTRING (9843246.993917918 2580969.5680315206, 9843238.26646984 2580961.984887415, 9843230.451841587 2580953.485501076, 9843221.67986571 2580940.7304017944, 9843205.60533124 2580911.3382537765, 9843183.719919352 2580865.393535926)",,,,,,,,4,1,4.61,196,300.0,65.0,3,62,77,5.0,1077.4754946802645
2039956230,1664046216,0,562931988,tertiary,2,Salt Lake Bypass,False,False,10.189506956536768,"LINESTRING (9843244.266590394 2580958.8624173184, 9843246.993917918 2580969.5680315206)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,10,5.0,36.62740834784412
2039956230,9565432046,0,1019993847,primary,,Salt Lake Bypass,True,False,115.97813984390335,"LINESTRING (9843244.266590394 2580958.8624173184, 9843239.490984239 2580951.423948449, 9843230.986175142 2580938.922023672, 9843224.96379069 2580928.228485064, 9843220.13252479 2580921.139649285, 9843204.191573707 2580892.4708850984, 9843184.131801466 2580848.720372704)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,72,5.0,1036.451128251325
9565432045,9565432046,0,1038675267,primary_link,,,True,False,15.382971683361621,"LINESTRING (9843183.719919352 2580865.393535926, 9843184.131801466 2580848.720372704)",,,,,,,,1,1,4.61,196,300.0,65.0,3,62,59,5.0,123.31143951820027
9565432045,11192791193,0,1376080956,primary,3,Salt Lake Bypass,True,False,19.881314986192052,"LINESTRING (9843183.719919352 2580865.393535926, 9843174.547193311 2580845.8872627565)",,,,,,,,1,1,4.61,196,300.0,65.0,3,62,38,5.0,105.05879633703576
1664046217,2176570121,0,207405241,primary,2,Salt Lake Bypass,True,False,366.801938743036,"LINESTRING (9843245.758271571 2580989.9786416767, 9843263.324487217 2581007.3753008433, 9843307.907943279 2581037.8044283143, 9843377.170930453 2581081.097312311, 9843576.477346767 2581209.915708817)",,,,,,,,3,4,4.61,196,300.0,65.0,3,62,31,5.0,1379.903212124094
1664046217,1664046233,0,"[153759683, 1409753157, 209297293]",primary,2,,True,False,778.0485596024671,"LINESTRING (9843245.758271571 2580989.9786416767, 9843262.411667394 2580998.00786672, 9843267.87745439 2581000.889226204, 9843496.694667716 2581145.524469702, 9843635.543468582 2581234.389508674, 9843765.208411459 2581316.5156463906, 9843876.305263272 2581393.289243925, 9843893.415069006 2581404.3085990734, 9843951.534975149 2581450.893787396)",viaduct,,,,,,,7,5,4.61,196,300.0,65.0,3,62,72,5.0,6754.739554965316
2176570121,1664472042,0,241577662,primary,2,Salt Lake Bypass,True,False,11.93358539565077,"LINESTRING (9843576.477346767 2581209.915708817, 9843587.609295847 2581216.510369564)",,,,,,,,1,3,4.61,196,300.0,65.0,3,62,22,5.0,39.90466544451803
2176570121,1742495408,0,"[241577664, 162340411, 153805232]",secondary,2,Street Number 13,True,False,58.296455981214216,"LINESTRING (9843576.477346767 2581209.915708817, 9843570.388170622 2581219.7052244325, 9843546.254105017 2581260.6355892792, 9843544.194694439 2581264.2524157655)",yes,,13,,,,,3,4,4.61,196,300.0,65.0,3,62,58,5.0,421.14333362925095
1664046233,6470002745,0,153759682,primary,,,True,False,168.49299356718186,"LINESTRING (9843951.534975149 2581450.893787396, 9844087.91248332 2581540.049811027, 9844104.777386175 2581550.3338293917)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,57,5.0,1174.892075999524
1664046230,1664046216,0,"[153759675, 153759686, 153759679]",primary,2,Salt Lake Bypass,True,False,713.7358418085357,"LINESTRING (9843893.23695782 2581394.301963349, 9843879.422209013 2581385.645625501, 9843768.147246016 2581307.5458899303, 9843638.504567036 2581225.443908683, 9843499.644634223 2581136.566861569, 9843272.820039783 2580992.6912172707, 9843269.703094041 2580989.6049090736, 9843246.993917918 2580969.5680315206)",viaduct,,,,,,,8,3,4.61,196,300.0,65.0,3,62,39,5.0,3383.683739663947
1664046230,1702498189,0,562931989,primary_link,2,,True,False,94.80631864582381,"LINESTRING (9843893.23695782 2581394.301963349, 9843896.765785677 2581387.586670225, 9843897.689737452 2581384.560569543, 9843897.767661097 2581381.6429749844, 9843896.632202288 2581379.943054425, 9843891.80093639 2581376.422652117, 9843823.97397065 2581331.9595529367)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,45,5.0,534.3541206874485
1702498189,1702498188,0,562931989,primary_link,2,,True,False,10.973727207305854,"LINESTRING (9843823.97397065 2581331.9595529367, 9843814.40049444 2581324.894657138)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,44,5.0,80.34127965457492
1702498189,6470004292,0,158013562,tertiary,,,True,False,123.46833132027734,"LINESTRING (9843823.97397065 2581331.9595529367, 9843837.944566743 2581312.7420789017, 9843859.818846684 2581282.686186989, 9843877.719020804 2581261.6241884413, 9843897.912376432 2581242.659973329, 9843910.914492957 2581230.808856887)",,,,,,,,3,0,4.61,196,300.0,65.0,3,62,39,5.0,605.2317905788979
6470002745,1664046236,0,689658355,primary_link,,,False,True,15.241782617860762,"LINESTRING (9844104.777386175 2581550.3338293917, 9844115.386133647 2581537.662665822)",,,,,,,,1,0,4.61,196,300.0,65.0,3,62,35,5.0,81.41548699501521
6470002745,2009301928,0,153759682,primary,,,True,False,224.91663543303505,"LINESTRING (9844104.777386175 2581550.3338293917, 9844116.265557624 2581557.3385395673, 9844229.25484078 2581630.4722304987, 9844255.437185014 2581646.89299469, 9844277.166749615 2581660.5046389876, 9844310.60712465 2581681.096944036)",,,,,,,,0,0,4.61,196,300.0,65.0,3,62,39,5.0,1065.009853826604
1664046234,1664046230,0,153759686,primary,,,True,False,88.74073697862403,"LINESTRING (9843974.199623473 2581446.28831006, 9843967.965731988 2581442.273588712, 9843924.495470835 2581414.303184628, 9843893.23695782 2581394.301963349)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,12,5.0,150.1866612492186
1664046236,6470002745,0,689658355,primary_link,,,False,False,15.241782617860762,"LINESTRING (9844115.386133647 2581537.662665822, 9844104.777386175 2581550.3338293917)",,,,,,,,1,0,4.61,196,300.0,65.0,3,62,10,5.0,35.690139141432915
1664046236,2009301930,0,153759686,primary,,,True,False,143.14924783497844,"LINESTRING (9844115.386133647 2581537.662665822, 9844019.85174665 2581477.2125475635, 9843984.941954337 2581453.582325803)",,,,,,,,4,0,4.61,196,300.0,65.0,3,62,36,5.0,650.8047506471067
2009301930,1664046234,0,153759686,primary,,,True,False,11.975771058908185,"LINESTRING (9843984.941954337 2581453.582325803, 9843974.199623473 2581446.28831006)",,,,,,,,2,0,4.61,196,300.0,65.0,3,62,68,5.0,120.12229184069079
2009301930,1702530223,0,158016225,tertiary,,,True,False,194.60279367970057,"LINESTRING (9843984.941954337 2581453.582325803, 9843991.30942921 2581442.562937965, 9843994.916180711 2581435.907906401, 9844020.386080205 2581402.439889535, 9844029.725785483 2581391.38436708, 9844046.07861868 2581372.93841906, 9844068.476100227 2581358.145506919, 9844083.90498165 2581345.7276690835, 9844104.031545587 2581333.647412446, 9844107.84980412 2581330.741882968, 9844138.93020595 2581315.539100089)",,,,,,,,8,0,4.61,196,300.0,65.0,3,62,75,5.0,1803.825143117305
1664444357,1664444358,0,657469535,secondary_link,,,False,True,11.011453396580968,"LINESTRING (9843778.433166966 2580085.3895205907, 9843783.95461371 2580095.9740195936)",,,,,,,,1,1,4.61,196,300.0,65.0,3,62,54,5.0,85.75421800984468
